season,team,player_0,player_1,player_2,player_3
1,18,14,191,866,886
1,18,14,191,365,886
1,18,14,191,365,866
1,18,191,365,866,886
1,18,166,365,866,886
1,18,166,191,866,886
1,18,166,191,365,886
1,18,166,191,365,866
1,18,191,365,866,886
1,18,166,365,866,886
1,18,166,191,866,886
1,18,166,191,365,886
1,18,166,191,365,866
1,18,704,812,866,886
1,18,351,812,866,886
1,18,351,704,866,886
1,18,351,704,812,886
1,18,351,704,812,866
1,13,192,803,871,956
1,13,161,803,871,956
1,13,161,192,871,956
1,13,161,192,803,956
1,13,161,192,803,871
1,13,192,210,803,956
1,13,5,210,803,956
1,13,5,192,803,956
1,13,5,192,210,956
1,13,5,192,210,803
1,13,161,803,858,871
1,13,15,803,858,871
1,13,15,161,858,871
1,13,15,161,803,871
1,13,15,161,803,858
1,13,161,192,210,858
1,13,15,192,210,858
1,13,15,161,210,858
1,13,15,161,192,858
1,13,15,161,192,210
1,13,192,210,858,956
1,13,15,210,858,956
1,13,15,192,858,956
1,13,15,192,210,956
1,13,15,192,210,858
1,0,59,493,535,686
1,0,13,493,535,686
1,0,13,59,535,686
1,0,13,59,493,686
1,0,13,59,493,535
1,0,676,905,991,1037
1,0,527,905,991,1037
1,0,527,676,991,1037
1,0,527,676,905,1037
1,0,527,676,905,991
1,0,676,686,991,1037
1,0,527,686,991,1037
1,0,527,676,991,1037
1,0,527,676,686,1037
1,0,527,676,686,991
1,0,59,493,535,686
1,0,13,493,535,686
1,0,13,59,535,686
1,0,13,59,493,686
1,0,13,59,493,535
1,0,493,527,991,1037
1,0,13,527,991,1037
1,0,13,493,991,1037
1,0,13,493,527,1037
1,0,13,493,527,991
1,0,493,527,535,686
1,0,13,527,535,686
1,0,13,493,535,686
1,0,13,493,527,686
1,0,13,493,527,535
1,0,59,493,535,686
1,0,13,493,535,686
1,0,13,59,535,686
1,0,13,59,493,686
1,0,13,59,493,535
1,7,277,325,455,530
1,7,267,325,455,530
1,7,267,277,455,530
1,7,267,277,325,530
1,7,267,277,325,455
1,7,277,325,455,483
1,7,267,325,455,483
1,7,267,277,455,483
1,7,267,277,325,483
1,7,267,277,325,455
1,7,267,277,483,530
1,7,106,277,483,530
1,7,106,267,483,530
1,7,106,267,277,530
1,7,106,267,277,483
1,7,306,455,530,553
1,7,106,455,530,553
1,7,106,306,530,553
1,7,106,306,455,553
1,7,106,306,455,530
1,7,306,325,455,530
1,7,277,325,455,530
1,7,277,306,455,530
1,7,277,306,325,530
1,7,277,306,325,455
1,7,246,455,483,530
1,7,106,455,483,530
1,7,106,246,483,530
1,7,106,246,455,530
1,7,106,246,455,483
1,7,246,455,483,530
1,7,106,455,483,530
1,7,106,246,483,530
1,7,106,246,455,530
1,7,106,246,455,483
1,7,246,267,455,483
1,7,106,267,455,483
1,7,106,246,455,483
1,7,106,246,267,483
1,7,106,246,267,455
1,7,246,267,455,483
1,7,106,267,455,483
1,7,106,246,455,483
1,7,106,246,267,483
1,7,106,246,267,455
1,7,246,267,455,483
1,7,106,267,455,483
1,7,106,246,455,483
1,7,106,246,267,483
1,7,106,246,267,455
1,7,267,277,455,530
1,7,246,277,455,530
1,7,246,267,455,530
1,7,246,267,277,530
1,7,246,267,277,455
1,7,267,277,455,530
1,7,246,277,455,530
1,7,246,267,455,530
1,7,246,267,277,530
1,7,246,267,277,455
1,28,444,685,804,971
1,28,110,685,804,971
1,28,110,444,804,971
1,28,110,444,685,971
1,28,110,444,685,804
1,28,427,444,804,971
1,28,110,444,804,971
1,28,110,427,804,971
1,28,110,427,444,971
1,28,110,427,444,804
1,28,427,444,497,971
1,28,110,444,497,971
1,28,110,427,497,971
1,28,110,427,444,971
1,28,110,427,444,497
1,28,146,497,685,922
1,28,110,497,685,922
1,28,110,146,685,922
1,28,110,146,497,922
1,28,110,146,497,685
1,28,497,685,922,971
1,28,110,685,922,971
1,28,110,497,922,971
1,28,110,497,685,971
1,28,110,497,685,922
1,28,427,444,497,890
1,28,146,444,497,890
1,28,146,427,497,890
1,28,146,427,444,890
1,28,146,427,444,497
1,28,146,427,444,497
1,28,110,427,444,497
1,28,110,146,444,497
1,28,110,146,427,497
1,28,110,146,427,444
1,15,719,786,860,930
1,15,209,786,860,930
1,15,209,719,860,930
1,15,209,719,786,930
1,15,209,719,786,860
1,15,719,786,860,930
1,15,602,786,860,930
1,15,602,719,860,930
1,15,602,719,786,930
1,15,602,719,786,860
1,15,602,719,860,930
1,15,226,719,860,930
1,15,226,602,860,930
1,15,226,602,719,930
1,15,226,602,719,860
1,15,537,602,719,786
1,15,373,602,719,786
1,15,373,537,719,786
1,15,373,537,602,786
1,15,373,537,602,719
1,15,373,719,786,860
1,15,209,719,786,860
1,15,209,373,786,860
1,15,209,373,719,860
1,15,209,373,719,786
1,15,602,719,786,860
1,15,373,719,786,860
1,15,373,602,786,860
1,15,373,602,719,860
1,15,373,602,719,786
1,15,373,602,719,860
1,15,226,602,719,860
1,15,226,373,719,860
1,15,226,373,602,860
1,15,226,373,602,719
1,15,373,537,602,860
1,15,226,537,602,860
1,15,226,373,602,860
1,15,226,373,537,860
1,15,226,373,537,602
1,15,373,537,602,860
1,15,226,537,602,860
1,15,226,373,602,860
1,15,226,373,537,860
1,15,226,373,537,602
1,15,602,719,786,860
1,15,537,719,786,860
1,15,537,602,786,860
1,15,537,602,719,860
1,15,537,602,719,786
1,15,602,719,786,860
1,15,537,719,786,860
1,15,537,602,786,860
1,15,537,602,719,860
1,15,537,602,719,786
1,15,140,226,474,602
1,15,38,226,474,602
1,15,38,140,474,602
1,15,38,140,226,602
1,15,38,140,226,474
1,13,114,161,192,831
1,13,15,161,192,831
1,13,15,114,192,831
1,13,15,114,161,831
1,13,15,114,161,192
1,13,114,182,192,532
1,13,15,182,192,532
1,13,15,114,192,532
1,13,15,114,182,532
1,13,15,114,182,192
1,13,114,161,182,192
1,13,15,161,182,192
1,13,15,114,182,192
1,13,15,114,161,192
1,13,15,114,161,182
1,13,182,192,803,871
1,13,161,192,803,871
1,13,161,182,803,871
1,13,161,182,192,871
1,13,161,182,192,803
1,13,114,161,182,192
1,13,15,161,182,192
1,13,15,114,182,192
1,13,15,114,161,192
1,13,15,114,161,182
1,13,114,161,192,831
1,13,15,161,192,831
1,13,15,114,192,831
1,13,15,114,161,831
1,13,15,114,161,192
1,13,114,161,182,192
1,13,15,161,182,192
1,13,15,114,182,192
1,13,15,114,161,192
1,13,15,114,161,182
1,13,114,161,182,192
1,13,15,161,182,192
1,13,15,114,182,192
1,13,15,114,161,192
1,13,15,114,161,182
1,11,99,132,638,806
1,11,1,132,638,806
1,11,1,99,638,806
1,11,1,99,132,806
1,11,1,99,132,638
1,11,638,806,895,1031
1,11,1,806,895,1031
1,11,1,638,895,1031
1,11,1,638,806,1031
1,11,1,638,806,895
1,30,335,657,953,963
1,30,121,657,953,963
1,30,121,335,953,963
1,30,121,335,657,963
1,30,121,335,657,953
1,30,389,409,657,839
1,30,335,409,657,839
1,30,335,389,657,839
1,30,335,389,409,839
1,30,335,389,409,657
1,30,335,657,953,963
1,30,121,657,953,963
1,30,121,335,953,963
1,30,121,335,657,963
1,30,121,335,657,953
1,30,409,657,839,953
1,30,389,657,839,953
1,30,389,409,839,953
1,30,389,409,657,953
1,30,389,409,657,839
1,30,389,409,474,689
1,30,337,409,474,689
1,30,337,389,474,689
1,30,337,389,409,689
1,30,337,389,409,474
1,4,85,494,589,947
1,4,46,494,589,947
1,4,46,85,589,947
1,4,46,85,494,947
1,4,46,85,494,589
1,4,85,494,589,947
1,4,46,494,589,947
1,4,46,85,589,947
1,4,46,85,494,947
1,4,46,85,494,589
1,4,487,494,589,947
1,4,46,494,589,947
1,4,46,487,589,947
1,4,46,487,494,947
1,4,46,487,494,589
1,4,46,487,589,947
1,4,3,487,589,947
1,4,3,46,589,947
1,4,3,46,487,947
1,4,3,46,487,589
1,4,46,158,487,947
1,4,3,158,487,947
1,4,3,46,487,947
1,4,3,46,158,947
1,4,3,46,158,487
1,4,158,487,947,992
1,4,3,487,947,992
1,4,3,158,947,992
1,4,3,158,487,992
1,4,3,158,487,947
1,4,85,487,589,947
1,4,46,487,589,947
1,4,46,85,589,947
1,4,46,85,487,947
1,4,46,85,487,589
1,4,46,158,487,947
1,4,3,158,487,947
1,4,3,46,487,947
1,4,3,46,158,947
1,4,3,46,158,487
1,17,262,708,730,1033
1,17,47,708,730,1033
1,17,47,262,730,1033
1,17,47,262,708,1033
1,17,47,262,708,730
1,17,97,148,262,730
1,17,47,148,262,730
1,17,47,97,262,730
1,17,47,97,148,730
1,17,47,97,148,262
1,17,148,211,708,857
1,17,97,211,708,857
1,17,97,148,708,857
1,17,97,148,211,857
1,17,97,148,211,708
1,17,262,708,730,1033
1,17,47,708,730,1033
1,17,47,262,730,1033
1,17,47,262,708,1033
1,17,47,262,708,730
1,17,97,262,708,730
1,17,47,262,708,730
1,17,47,97,708,730
1,17,47,97,262,730
1,17,47,97,262,708
1,17,148,708,730,1033
1,17,47,708,730,1033
1,17,47,148,730,1033
1,17,47,148,708,1033
1,17,47,148,708,730
1,30,335,657,953,963
1,30,121,657,953,963
1,30,121,335,953,963
1,30,121,335,657,963
1,30,121,335,657,953
1,30,209,657,839,953
1,30,121,657,839,953
1,30,121,209,839,953
1,30,121,209,657,953
1,30,121,209,657,839
1,30,335,389,689,705
1,30,209,389,689,705
1,30,209,335,689,705
1,30,209,335,389,705
1,30,209,335,389,689
1,30,657,689,953,963
1,30,121,689,953,963
1,30,121,657,953,963
1,30,121,657,689,963
1,30,121,657,689,953
1,30,657,839,953,963
1,30,121,839,953,963
1,30,121,657,953,963
1,30,121,657,839,963
1,30,121,657,839,953
1,30,389,657,839,953
1,30,209,657,839,953
1,30,209,389,839,953
1,30,209,389,657,953
1,30,209,389,657,839
1,30,335,657,953,963
1,30,121,657,953,963
1,30,121,335,953,963
1,30,121,335,657,963
1,30,121,335,657,953
1,34,67,112,224,247
1,34,55,112,224,247
1,34,55,67,224,247
1,34,55,67,112,247
1,34,55,67,112,224
1,34,224,278,753,847
1,34,36,278,753,847
1,34,36,224,753,847
1,34,36,224,278,847
1,34,36,224,278,753
1,34,55,224,753,847
1,34,36,224,753,847
1,34,36,55,753,847
1,34,36,55,224,847
1,34,36,55,224,753
1,34,112,224,247,847
1,34,55,224,247,847
1,34,55,112,247,847
1,34,55,112,224,847
1,34,55,112,224,247
1,34,67,112,224,247
1,34,55,112,224,247
1,34,55,67,224,247
1,34,55,67,112,247
1,34,55,67,112,224
1,34,55,67,224,247
1,34,36,67,224,247
1,34,36,55,224,247
1,34,36,55,67,247
1,34,36,55,67,224
1,34,67,112,224,247
1,34,55,112,224,247
1,34,55,67,224,247
1,34,55,67,112,247
1,34,55,67,112,224
1,34,67,112,224,247
1,34,55,112,224,247
1,34,55,67,224,247
1,34,55,67,112,247
1,34,55,67,112,224
1,23,418,655,740,798
1,23,307,655,740,798
1,23,307,418,740,798
1,23,307,418,655,798
1,23,307,418,655,740
1,23,307,340,418,1027
1,23,234,340,418,1027
1,23,234,307,418,1027
1,23,234,307,340,1027
1,23,234,307,340,418
1,23,340,440,740,1027
1,23,234,440,740,1027
1,23,234,340,740,1027
1,23,234,340,440,1027
1,23,234,340,440,740
1,23,307,340,418,798
1,23,234,340,418,798
1,23,234,307,418,798
1,23,234,307,340,798
1,23,234,307,340,418
1,23,655,673,810,1027
1,23,418,673,810,1027
1,23,418,655,810,1027
1,23,418,655,673,1027
1,23,418,655,673,810
1,23,440,655,810,1027
1,23,418,655,810,1027
1,23,418,440,810,1027
1,23,418,440,655,1027
1,23,418,440,655,810
1,11,638,806,895,968
1,11,274,806,895,968
1,11,274,638,895,968
1,11,274,638,806,968
1,11,274,638,806,895
1,11,173,647,925,968
1,11,94,647,925,968
1,11,94,173,925,968
1,11,94,173,647,968
1,11,94,173,647,925
1,11,647,806,925,968
1,11,173,806,925,968
1,11,173,647,925,968
1,11,173,647,806,968
1,11,173,647,806,925
1,11,647,806,925,968
1,11,173,806,925,968
1,11,173,647,925,968
1,11,173,647,806,968
1,11,173,647,806,925
1,11,806,895,925,968
1,11,173,895,925,968
1,11,173,806,925,968
1,11,173,806,895,968
1,11,173,806,895,925
1,11,647,806,895,968
1,11,173,806,895,968
1,11,173,647,895,968
1,11,173,647,806,968
1,11,173,647,806,895
1,11,638,806,895,968
1,11,274,806,895,968
1,11,274,638,895,968
1,11,274,638,806,968
1,11,274,638,806,895
1,11,173,638,895,968
1,11,94,638,895,968
1,11,94,173,895,968
1,11,94,173,638,968
1,11,94,173,638,895
1,11,173,647,895,968
1,11,94,647,895,968
1,11,94,173,895,968
1,11,94,173,647,968
1,11,94,173,647,895
1,9,151,446,452,828
1,9,68,446,452,828
1,9,68,151,452,828
1,9,68,151,446,828
1,9,68,151,446,452
1,9,151,446,452,828
1,9,68,446,452,828
1,9,68,151,452,828
1,9,68,151,446,828
1,9,68,151,446,452
1,9,452,815,828,845
1,9,446,815,828,845
1,9,446,452,828,845
1,9,446,452,815,845
1,9,446,452,815,828
1,9,452,815,845,941
1,9,446,815,845,941
1,9,446,452,845,941
1,9,446,452,815,941
1,9,446,452,815,845
1,9,452,815,845,941
1,9,446,815,845,941
1,9,446,452,845,941
1,9,446,452,815,941
1,9,446,452,815,845
1,9,446,815,941,949
1,9,151,815,941,949
1,9,151,446,941,949
1,9,151,446,815,949
1,9,151,446,815,941
1,9,151,815,828,941
1,9,68,815,828,941
1,9,68,151,828,941
1,9,68,151,815,941
1,9,68,151,815,828
1,9,151,446,452,828
1,9,68,446,452,828
1,9,68,151,452,828
1,9,68,151,446,828
1,9,68,151,446,452
1,9,452,815,845,941
1,9,446,815,845,941
1,9,446,452,845,941
1,9,446,452,815,941
1,9,446,452,815,845
1,9,74,452,538,845
1,9,34,452,538,845
1,9,34,74,538,845
1,9,34,74,452,845
1,9,34,74,452,538
1,6,265,494,623,1010
1,6,208,494,623,1010
1,6,208,265,623,1010
1,6,208,265,494,1010
1,6,208,265,494,623
1,6,265,494,1010,1039
1,6,208,494,1010,1039
1,6,208,265,1010,1039
1,6,208,265,494,1039
1,6,208,265,494,1010
1,6,250,494,623,876
1,6,35,494,623,876
1,6,35,250,623,876
1,6,35,250,494,876
1,6,35,250,494,623
1,6,250,623,876,1039
1,6,35,623,876,1039
1,6,35,250,876,1039
1,6,35,250,623,1039
1,6,35,250,623,876
1,6,250,494,623,876
1,6,35,494,623,876
1,6,35,250,623,876
1,6,35,250,494,876
1,6,35,250,494,623
1,6,265,494,1010,1039
1,6,208,494,1010,1039
1,6,208,265,1010,1039
1,6,208,265,494,1039
1,6,208,265,494,1010
1,6,208,265,623,1039
1,6,35,265,623,1039
1,6,35,208,623,1039
1,6,35,208,265,1039
1,6,35,208,265,623
1,1,577,790,808,820
1,1,570,790,808,820
1,1,570,577,808,820
1,1,570,577,790,820
1,1,570,577,790,808
1,1,577,790,808,960
1,1,570,790,808,960
1,1,570,577,808,960
1,1,570,577,790,960
1,1,570,577,790,808
1,1,431,577,775,820
1,1,305,577,775,820
1,1,305,431,775,820
1,1,305,431,577,820
1,1,305,431,577,775
1,1,577,790,808,960
1,1,570,790,808,960
1,1,570,577,808,960
1,1,570,577,790,960
1,1,570,577,790,808
1,1,577,790,808,820
1,1,570,790,808,820
1,1,570,577,808,820
1,1,570,577,790,820
1,1,570,577,790,808
1,1,577,790,808,820
1,1,570,790,808,820
1,1,570,577,808,820
1,1,570,577,790,820
1,1,570,577,790,808
1,1,775,790,808,820
1,1,625,790,808,820
1,1,625,775,808,820
1,1,625,775,790,820
1,1,625,775,790,808
1,1,431,577,625,960
1,1,305,577,625,960
1,1,305,431,625,960
1,1,305,431,577,960
1,1,305,431,577,625
1,1,431,577,625,960
1,1,305,577,625,960
1,1,305,431,625,960
1,1,305,431,577,960
1,1,305,431,577,625
1,1,431,625,790,960
1,1,305,625,790,960
1,1,305,431,790,960
1,1,305,431,625,960
1,1,305,431,625,790
1,1,625,790,808,820
1,1,577,790,808,820
1,1,577,625,808,820
1,1,577,625,790,820
1,1,577,625,790,808
1,32,61,155,420,524
1,32,44,155,420,524
1,32,44,61,420,524
1,32,44,61,155,524
1,32,44,61,155,420
1,32,135,155,420,524
1,32,44,155,420,524
1,32,44,135,420,524
1,32,44,135,155,524
1,32,44,135,155,420
1,32,135,420,524,816
1,32,44,420,524,816
1,32,44,135,524,816
1,32,44,135,420,816
1,32,44,135,420,524
1,32,135,420,524,816
1,32,44,420,524,816
1,32,44,135,524,816
1,32,44,135,420,816
1,32,44,135,420,524
1,32,155,524,816,933
1,32,135,524,816,933
1,32,135,155,816,933
1,32,135,155,524,933
1,32,135,155,524,816
1,32,135,420,524,595
1,32,44,420,524,595
1,32,44,135,524,595
1,32,44,135,420,595
1,32,44,135,420,524
1,32,135,524,595,629
1,32,44,524,595,629
1,32,44,135,595,629
1,32,44,135,524,629
1,32,44,135,524,595
1,32,135,524,595,629
1,32,44,524,595,629
1,32,44,135,595,629
1,32,44,135,524,629
1,32,44,135,524,595
1,32,420,524,595,629
1,32,135,524,595,629
1,32,135,420,595,629
1,32,135,420,524,629
1,32,135,420,524,595
1,32,420,524,595,629
1,32,135,524,595,629
1,32,135,420,595,629
1,32,135,420,524,629
1,32,135,420,524,595
1,16,90,200,495,832
1,16,24,200,495,832
1,16,24,90,495,832
1,16,24,90,200,832
1,16,24,90,200,495
1,16,165,200,495,832
1,16,24,200,495,832
1,16,24,165,495,832
1,16,24,165,200,832
1,16,24,165,200,495
1,16,200,495,832,917
1,16,165,495,832,917
1,16,165,200,832,917
1,16,165,200,495,917
1,16,165,200,495,832
1,18,590,681,811,866
1,18,14,681,811,866
1,18,14,590,811,866
1,18,14,590,681,866
1,18,14,590,681,811
1,18,166,590,811,812
1,18,14,590,811,812
1,18,14,166,811,812
1,18,14,166,590,812
1,18,14,166,590,811
1,18,181,191,811,812
1,18,166,191,811,812
1,18,166,181,811,812
1,18,166,181,191,812
1,18,166,181,191,811
1,18,181,681,812,866
1,18,14,681,812,866
1,18,14,181,812,866
1,18,14,181,681,866
1,18,14,181,681,812
1,18,590,681,811,866
1,18,14,681,811,866
1,18,14,590,811,866
1,18,14,590,681,866
1,18,14,590,681,811
1,18,181,191,811,812
1,18,166,191,811,812
1,18,166,181,811,812
1,18,166,181,191,812
1,18,166,181,191,811
1,7,277,306,451,530
1,7,106,306,451,530
1,7,106,277,451,530
1,7,106,277,306,530
1,7,106,277,306,451
1,7,451,455,483,653
1,7,106,455,483,653
1,7,106,451,483,653
1,7,106,451,455,653
1,7,106,451,455,483
1,7,325,451,483,530
1,7,277,451,483,530
1,7,277,325,483,530
1,7,277,325,451,530
1,7,277,325,451,483
1,7,277,451,455,530
1,7,106,451,455,530
1,7,106,277,455,530
1,7,106,277,451,530
1,7,106,277,451,455
1,7,277,451,455,530
1,7,106,451,455,530
1,7,106,277,455,530
1,7,106,277,451,530
1,7,106,277,451,455
1,7,277,451,455,530
1,7,106,451,455,530
1,7,106,277,455,530
1,7,106,277,451,530
1,7,106,277,451,455
1,7,277,306,455,530
1,7,106,306,455,530
1,7,106,277,455,530
1,7,106,277,306,530
1,7,106,277,306,455
1,7,277,451,455,530
1,7,106,451,455,530
1,7,106,277,455,530
1,7,106,277,451,530
1,7,106,277,451,455
1,15,602,719,786,930
1,15,140,719,786,930
1,15,140,602,786,930
1,15,140,602,719,930
1,15,140,602,719,786
1,15,537,602,786,930
1,15,140,602,786,930
1,15,140,537,786,930
1,15,140,537,602,930
1,15,140,537,602,786
1,15,537,602,719,786
1,15,373,602,719,786
1,15,373,537,719,786
1,15,373,537,602,786
1,15,373,537,602,719
1,15,537,719,786,930
1,15,209,719,786,930
1,15,209,537,786,930
1,15,209,537,719,930
1,15,209,537,719,786
1,15,226,719,786,860
1,15,209,719,786,860
1,15,209,226,786,860
1,15,209,226,719,860
1,15,209,226,719,786
1,15,226,719,786,860
1,15,209,719,786,860
1,15,209,226,786,860
1,15,209,226,719,860
1,15,209,226,719,786
1,15,226,719,786,860
1,15,209,719,786,860
1,15,209,226,786,860
1,15,209,226,719,860
1,15,209,226,719,786
1,15,226,719,786,860
1,15,209,719,786,860
1,15,209,226,786,860
1,15,209,226,719,860
1,15,209,226,719,786
1,15,226,719,786,860
1,15,209,719,786,860
1,15,209,226,786,860
1,15,209,226,719,860
1,15,209,226,719,786
1,28,444,497,608,685
1,28,110,497,608,685
1,28,110,444,608,685
1,28,110,444,497,685
1,28,110,444,497,608
1,28,608,685,922,971
1,28,110,685,922,971
1,28,110,608,922,971
1,28,110,608,685,971
1,28,110,608,685,922
1,28,146,608,685,922
1,28,110,608,685,922
1,28,110,146,685,922
1,28,110,146,608,922
1,28,110,146,608,685
1,28,146,608,685,922
1,28,110,608,685,922
1,28,110,146,685,922
1,28,110,146,608,922
1,28,110,146,608,685
1,28,608,685,922,971
1,28,444,685,922,971
1,28,444,608,922,971
1,28,444,608,685,971
1,28,444,608,685,922
1,28,497,685,922,971
1,28,444,685,922,971
1,28,444,497,922,971
1,28,444,497,685,971
1,28,444,497,685,922
1,28,444,497,685,971
1,28,110,497,685,971
1,28,110,444,685,971
1,28,110,444,497,971
1,28,110,444,497,685
1,28,444,608,685,971
1,28,110,608,685,971
1,28,110,444,685,971
1,28,110,444,608,971
1,28,110,444,608,685
1,28,444,608,685,971
1,28,110,608,685,971
1,28,110,444,685,971
1,28,110,444,608,971
1,28,110,444,608,685
1,28,444,608,922,971
1,28,110,608,922,971
1,28,110,444,922,971
1,28,110,444,608,971
1,28,110,444,608,922
1,28,444,608,922,971
1,28,110,608,922,971
1,28,110,444,922,971
1,28,110,444,608,971
1,28,110,444,608,922
1,15,602,719,930,937
1,15,226,719,930,937
1,15,226,602,930,937
1,15,226,602,719,937
1,15,226,602,719,930
1,15,602,786,930,937
1,15,140,786,930,937
1,15,140,602,930,937
1,15,140,602,786,937
1,15,140,602,786,930
1,15,537,602,786,860
1,15,373,602,786,860
1,15,373,537,786,860
1,15,373,537,602,860
1,15,373,537,602,786
1,15,602,719,786,860
1,15,537,719,786,860
1,15,537,602,786,860
1,15,537,602,719,860
1,15,537,602,719,786
1,15,602,719,786,860
1,15,537,719,786,860
1,15,537,602,786,860
1,15,537,602,719,860
1,15,537,602,719,786
1,15,537,602,860,930
1,15,226,602,860,930
1,15,226,537,860,930
1,15,226,537,602,930
1,15,226,537,602,860
1,17,262,708,730,1033
1,17,47,708,730,1033
1,17,47,262,730,1033
1,17,47,262,708,1033
1,17,47,262,708,730
1,17,97,148,149,730
1,17,47,148,149,730
1,17,47,97,149,730
1,17,47,97,148,730
1,17,47,97,148,149
1,17,262,708,730,1033
1,17,47,708,730,1033
1,17,47,262,730,1033
1,17,47,262,708,1033
1,17,47,262,708,730
1,17,262,708,730,1033
1,17,47,708,730,1033
1,17,47,262,730,1033
1,17,47,262,708,1033
1,17,47,262,708,730
1,17,262,708,730,1033
1,17,47,708,730,1033
1,17,47,262,730,1033
1,17,47,262,708,1033
1,17,47,262,708,730
1,7,267,277,530,694
1,7,246,277,530,694
1,7,246,267,530,694
1,7,246,267,277,694
1,7,246,267,277,530
1,7,267,325,530,973
1,7,106,325,530,973
1,7,106,267,530,973
1,7,106,267,325,973
1,7,106,267,325,530
1,7,277,455,483,530
1,7,246,455,483,530
1,7,246,277,483,530
1,7,246,277,455,530
1,7,246,277,455,483
1,7,246,455,483,530
1,7,106,455,483,530
1,7,106,246,483,530
1,7,106,246,455,530
1,7,106,246,455,483
1,7,267,277,530,694
1,7,246,277,530,694
1,7,246,267,530,694
1,7,246,267,277,694
1,7,246,267,277,530
1,7,267,325,455,483
1,7,106,325,455,483
1,7,106,267,455,483
1,7,106,267,325,483
1,7,106,267,325,455
1,7,325,455,483,530
1,7,106,455,483,530
1,7,106,325,483,530
1,7,106,325,455,530
1,7,106,325,455,483
1,7,267,277,483,530
1,7,106,277,483,530
1,7,106,267,483,530
1,7,106,267,277,530
1,7,106,267,277,483
1,7,267,277,455,530
1,7,246,277,455,530
1,7,246,267,455,530
1,7,246,267,277,530
1,7,246,267,277,455
1,15,719,786,860,930
1,15,209,786,860,930
1,15,209,719,860,930
1,15,209,719,786,930
1,15,209,719,786,860
1,15,719,786,860,930
1,15,209,786,860,930
1,15,209,719,860,930
1,15,209,719,786,930
1,15,209,719,786,860
1,15,719,786,860,930
1,15,209,786,860,930
1,15,209,719,860,930
1,15,209,719,786,930
1,15,209,719,786,860
1,15,602,786,860,930
1,15,140,786,860,930
1,15,140,602,860,930
1,15,140,602,786,930
1,15,140,602,786,860
1,15,602,786,860,930
1,15,140,786,860,930
1,15,140,602,860,930
1,15,140,602,786,930
1,15,140,602,786,860
1,15,373,537,602,860
1,15,140,537,602,860
1,15,140,373,602,860
1,15,140,373,537,860
1,15,140,373,537,602
1,15,373,537,602,786
1,15,140,537,602,786
1,15,140,373,602,786
1,15,140,373,537,786
1,15,140,373,537,602
1,15,537,719,786,930
1,15,209,719,786,930
1,15,209,537,786,930
1,15,209,537,719,930
1,15,209,537,719,786
1,15,209,373,537,860
1,15,140,373,537,860
1,15,140,209,537,860
1,15,140,209,373,860
1,15,140,209,373,537
1,15,209,373,537,860
1,15,140,373,537,860
1,15,140,209,537,860
1,15,140,209,373,860
1,15,140,209,373,537
1,15,719,786,860,930
1,15,209,786,860,930
1,15,209,719,860,930
1,15,209,719,786,930
1,15,209,719,786,860
1,15,719,786,860,930
1,15,209,786,860,930
1,15,209,719,860,930
1,15,209,719,786,930
1,15,209,719,786,860
1,15,373,537,602,860
1,15,140,537,602,860
1,15,140,373,602,860
1,15,140,373,537,860
1,15,140,373,537,602
1,15,373,537,602,937
1,15,38,537,602,937
1,15,38,373,602,937
1,15,38,373,537,937
1,15,38,373,537,602
1,15,719,786,860,930
1,15,209,786,860,930
1,15,209,719,860,930
1,15,209,719,786,930
1,15,209,719,786,860
1,15,719,786,860,930
1,15,209,786,860,930
1,15,209,719,860,930
1,15,209,719,786,930
1,15,209,719,786,860
1,15,373,602,719,860
1,15,140,602,719,860
1,15,140,373,719,860
1,15,140,373,602,860
1,15,140,373,602,719
1,15,373,602,860,937
1,15,140,602,860,937
1,15,140,373,860,937
1,15,140,373,602,937
1,15,140,373,602,860
1,15,719,786,860,930
1,15,602,786,860,930
1,15,602,719,860,930
1,15,602,719,786,930
1,15,602,719,786,860
1,30,335,657,953,963
1,30,121,657,953,963
1,30,121,335,953,963
1,30,121,335,657,963
1,30,121,335,657,953
1,30,337,409,657,953
1,30,121,409,657,953
1,30,121,337,657,953
1,30,121,337,409,953
1,30,121,337,409,657
1,30,335,337,409,657
1,30,113,337,409,657
1,30,113,335,409,657
1,30,113,335,337,657
1,30,113,335,337,409
1,30,121,335,953,963
1,30,113,335,953,963
1,30,113,121,953,963
1,30,113,121,335,963
1,30,113,121,335,953
1,30,121,705,953,963
1,30,113,705,953,963
1,30,113,121,953,963
1,30,113,121,705,963
1,30,113,121,705,953
1,30,657,705,953,963
1,30,121,705,953,963
1,30,121,657,953,963
1,30,121,657,705,963
1,30,121,657,705,953
1,30,335,705,953,963
1,30,121,705,953,963
1,30,121,335,953,963
1,30,121,335,705,963
1,30,121,335,705,953
1,30,337,409,657,953
1,30,113,409,657,953
1,30,113,337,657,953
1,30,113,337,409,953
1,30,113,337,409,657
1,30,337,409,657,705
1,30,113,409,657,705
1,30,113,337,657,705
1,30,113,337,409,705
1,30,113,337,409,657
1,30,337,389,705,963
1,30,113,389,705,963
1,30,113,337,705,963
1,30,113,337,389,963
1,30,113,337,389,705
1,15,537,719,786,860
1,15,209,719,786,860
1,15,209,537,786,860
1,15,209,537,719,860
1,15,209,537,719,786
1,15,373,602,860,930
1,15,140,602,860,930
1,15,140,373,860,930
1,15,140,373,602,930
