season,home_team,away_team,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4,outcome
2012,MIL,IND,Brandon Jennings,Ersan Ilyasova,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,Dahntay Jones,George Hill,Leandro Barbosa,Lou Amundson,Tyler Hansbrough,-1
2012,MIL,IND,Brandon Jennings,Ersan Ilyasova,Luc Mbah a Moute,Mike Dunleavy,Shaun Livingston,Dahntay Jones,George Hill,Leandro Barbosa,Lou Amundson,Tyler Hansbrough,1
2012,MIL,IND,Brandon Jennings,Carlos Delfino,Ersan Ilyasova,Mike Dunleavy,Shaun Livingston,Dahntay Jones,George Hill,Leandro Barbosa,Lou Amundson,Tyler Hansbrough,1
2012,MIL,IND,Beno Udrih,Jon Brockman,Larry Sanders,Shaun Livingston,Tobias Harris,A.J. Price,Dahntay Jones,Jeff Ayres,Lance Stephenson,Lou Amundson,-1
2012,NYK,MIL,Baron Davis,Carmelo Anthony,Iman Shumpert,Landry Fields,Tyson Chandler,Brandon Jennings,Carlos Delfino,Drew Gooden,Ersan Ilyasova,Monta Ellis,1
2012,NYK,MIL,Carmelo Anthony,Iman Shumpert,J.R. Smith,Mike Bibby,Tyson Chandler,Beno Udrih,Ersan Ilyasova,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,-1
2012,NYK,MIL,Carmelo Anthony,Iman Shumpert,J.R. Smith,Josh Harrellson,Mike Bibby,Beno Udrih,Ekpe Udoh,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,-1
2012,NYK,MIL,Iman Shumpert,J.R. Smith,Josh Harrellson,Mike Bibby,Steve Novak,Beno Udrih,Ekpe Udoh,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,-1
2012,NYK,MIL,Iman Shumpert,J.R. Smith,Josh Harrellson,Mike Bibby,Steve Novak,Beno Udrih,Carlos Delfino,Ekpe Udoh,Luc Mbah a Moute,Mike Dunleavy,-1
2012,NYK,MIL,J.R. Smith,Josh Harrellson,Landry Fields,Mike Bibby,Steve Novak,Beno Udrih,Carlos Delfino,Ekpe Udoh,Luc Mbah a Moute,Mike Dunleavy,1
2012,NYK,MIL,Baron Davis,J.R. Smith,Landry Fields,Steve Novak,Tyson Chandler,Beno Udrih,Carlos Delfino,Ekpe Udoh,Luc Mbah a Moute,Mike Dunleavy,-1
2012,NYK,MIL,Baron Davis,Carmelo Anthony,Landry Fields,Steve Novak,Tyson Chandler,Brandon Jennings,Ekpe Udoh,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,-1
2012,NYK,MIL,Baron Davis,Carmelo Anthony,Landry Fields,Steve Novak,Tyson Chandler,Brandon Jennings,Drew Gooden,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,1
2012,NYK,MIL,Baron Davis,Carmelo Anthony,Iman Shumpert,Landry Fields,Tyson Chandler,Beno Udrih,Brandon Jennings,Drew Gooden,Luc Mbah a Moute,Monta Ellis,-1
2012,NYK,MIL,Baron Davis,Carmelo Anthony,Iman Shumpert,J.R. Smith,Tyson Chandler,Beno Udrih,Brandon Jennings,Ekpe Udoh,Monta Ellis,Shaun Livingston,-1
2012,NYK,MIL,Baron Davis,Iman Shumpert,J.R. Smith,Landry Fields,Tyson Chandler,Beno Udrih,Brandon Jennings,Ekpe Udoh,Monta Ellis,Shaun Livingston,1
2012,NYK,MIL,Baron Davis,Carmelo Anthony,Iman Shumpert,Landry Fields,Tyson Chandler,Beno Udrih,Brandon Jennings,Ekpe Udoh,Monta Ellis,Shaun Livingston,-1
2012,NYK,MIL,Baron Davis,Carmelo Anthony,Iman Shumpert,Landry Fields,Tyson Chandler,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,-1
2012,NYK,MIL,Baron Davis,Carmelo Anthony,Iman Shumpert,Steve Novak,Tyson Chandler,Brandon Jennings,Ekpe Udoh,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,1
2012,NYK,MIL,Baron Davis,Carmelo Anthony,J.R. Smith,Steve Novak,Tyson Chandler,Brandon Jennings,Ekpe Udoh,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,-1
2012,NYK,MIL,Baron Davis,Carmelo Anthony,J.R. Smith,Steve Novak,Tyson Chandler,Brandon Jennings,Ekpe Udoh,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,-1
2012,NYK,MIL,Carmelo Anthony,J.R. Smith,Josh Harrellson,Mike Bibby,Steve Novak,Brandon Jennings,Ekpe Udoh,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,-1
2012,NYK,MIL,Carmelo Anthony,J.R. Smith,Josh Harrellson,Mike Bibby,Steve Novak,Beno Udrih,Ekpe Udoh,Mike Dunleavy,Monta Ellis,Shaun Livingston,1
2012,NYK,MIL,Iman Shumpert,J.R. Smith,Josh Harrellson,Landry Fields,Steve Novak,Beno Udrih,Ekpe Udoh,Mike Dunleavy,Monta Ellis,Shaun Livingston,-1
2012,NYK,MIL,Iman Shumpert,J.R. Smith,Josh Harrellson,Landry Fields,Steve Novak,Beno Udrih,Brandon Jennings,Ersan Ilyasova,Mike Dunleavy,Shaun Livingston,1
2012,NYK,MIL,Baron Davis,Iman Shumpert,J.R. Smith,Steve Novak,Tyson Chandler,Beno Udrih,Brandon Jennings,Ersan Ilyasova,Mike Dunleavy,Shaun Livingston,-1
2012,NYK,MIL,Baron Davis,Iman Shumpert,J.R. Smith,Steve Novak,Tyson Chandler,Beno Udrih,Brandon Jennings,Drew Gooden,Mike Dunleavy,Shaun Livingston,-1
2012,NYK,MIL,Baron Davis,Carmelo Anthony,Iman Shumpert,J.R. Smith,Tyson Chandler,Brandon Jennings,Drew Gooden,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,1
2012,MIL,ATL,Brandon Jennings,Drew Gooden,Ekpe Udoh,Luc Mbah a Moute,Monta Ellis,Jeff Teague,Joe Johnson,Josh Smith,Kirk Hinrich,Zaza Pachulia,-1
2012,MIL,ATL,Brandon Jennings,Drew Gooden,Ekpe Udoh,Luc Mbah a Moute,Monta Ellis,Jeff Teague,Josh Smith,Kirk Hinrich,Marvin Williams,Zaza Pachulia,-1
2012,MIL,ATL,Brandon Jennings,Drew Gooden,Ekpe Udoh,Luc Mbah a Moute,Monta Ellis,Jeff Teague,Josh Smith,Marvin Williams,Willie Green,Zaza Pachulia,1
2012,MIL,ATL,Brandon Jennings,Larry Sanders,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,Ivan Johnson,Kirk Hinrich,Marvin Williams,Willie Green,Zaza Pachulia,1
2012,MIL,ATL,Beno Udrih,Larry Sanders,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,Ivan Johnson,Kirk Hinrich,Marvin Williams,Willie Green,Zaza Pachulia,1
2012,MIL,ATL,Beno Udrih,Brandon Jennings,Ekpe Udoh,Larry Sanders,Mike Dunleavy,Ivan Johnson,Josh Smith,Kirk Hinrich,Marvin Williams,Willie Green,-1
2012,MIL,ATL,Beno Udrih,Brandon Jennings,Ekpe Udoh,Larry Sanders,Mike Dunleavy,Ivan Johnson,Jeff Teague,Josh Smith,Kirk Hinrich,Marvin Williams,1
2012,MIL,ATL,Beno Udrih,Brandon Jennings,Ekpe Udoh,Larry Sanders,Mike Dunleavy,Ivan Johnson,Jeff Teague,Joe Johnson,Josh Smith,Tracy McGrady,1
2012,MIL,ATL,Beno Udrih,Brandon Jennings,Drew Gooden,Ekpe Udoh,Mike Dunleavy,Jeff Teague,Joe Johnson,Josh Smith,Tracy McGrady,Zaza Pachulia,-1
2012,MIL,ATL,Brandon Jennings,Drew Gooden,Ekpe Udoh,Mike Dunleavy,Monta Ellis,Jeff Teague,Joe Johnson,Josh Smith,Tracy McGrady,Zaza Pachulia,-1
2012,MIL,ATL,Brandon Jennings,Drew Gooden,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,Jeff Teague,Joe Johnson,Josh Smith,Tracy McGrady,Zaza Pachulia,-1
2012,MIL,ATL,Brandon Jennings,Drew Gooden,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,Jeff Teague,Joe Johnson,Josh Smith,Kirk Hinrich,Zaza Pachulia,-1
2012,MIL,ATL,Brandon Jennings,Drew Gooden,Ekpe Udoh,Luc Mbah a Moute,Monta Ellis,Jeff Teague,Joe Johnson,Josh Smith,Kirk Hinrich,Zaza Pachulia,-1
2012,MIL,ATL,Brandon Jennings,Drew Gooden,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,Jeff Teague,Joe Johnson,Josh Smith,Marvin Williams,Zaza Pachulia,-1
2012,MIL,ATL,Brandon Jennings,Drew Gooden,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,Ivan Johnson,Joe Johnson,Josh Smith,Kirk Hinrich,Marvin Williams,-1
2012,MIL,ATL,Beno Udrih,Drew Gooden,Larry Sanders,Mike Dunleavy,Monta Ellis,Ivan Johnson,Jeff Teague,Josh Smith,Kirk Hinrich,Marvin Williams,-1
2012,MIL,ATL,Beno Udrih,Ekpe Udoh,Larry Sanders,Mike Dunleavy,Monta Ellis,Ivan Johnson,Jeff Teague,Kirk Hinrich,Marvin Williams,Zaza Pachulia,1
2012,MIL,ATL,Beno Udrih,Ekpe Udoh,Larry Sanders,Mike Dunleavy,Monta Ellis,Ivan Johnson,Joe Johnson,Josh Smith,Kirk Hinrich,Marvin Williams,-1
2012,MIL,ATL,Brandon Jennings,Drew Gooden,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,Ivan Johnson,Joe Johnson,Josh Smith,Kirk Hinrich,Marvin Williams,1
2012,MIL,ATL,Brandon Jennings,Drew Gooden,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,Ivan Johnson,Jeff Teague,Joe Johnson,Josh Smith,Kirk Hinrich,-1
2012,CLE,MIL,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Tristan Thompson,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,1
2012,CLE,MIL,Alonzo Gee,Anthony Parker,Kyrie Irving,Luke Walton,Samardo Samuels,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,-1
2012,CLE,MIL,Alonzo Gee,Kyrie Irving,Luke Walton,Manny Harris,Samardo Samuels,Beno Udrih,Drew Gooden,Ekpe Udoh,Mike Dunleavy,Monta Ellis,-1
2012,CLE,MIL,Alonzo Gee,Kyrie Irving,Luke Walton,Manny Harris,Samardo Samuels,Beno Udrih,Ekpe Udoh,Larry Sanders,Mike Dunleavy,Monta Ellis,-1
2012,CLE,MIL,Antawn Jamison,Donald Sloan,Manny Harris,Omri Casspi,Samardo Samuels,Beno Udrih,Ekpe Udoh,Larry Sanders,Mike Dunleavy,Monta Ellis,-1
2012,CLE,MIL,Antawn Jamison,Donald Sloan,Manny Harris,Omri Casspi,Tristan Thompson,Beno Udrih,Brandon Jennings,Ekpe Udoh,Larry Sanders,Mike Dunleavy,-1
2012,CLE,MIL,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Tristan Thompson,Beno Udrih,Brandon Jennings,Ekpe Udoh,Luc Mbah a Moute,Mike Dunleavy,-1
2012,CLE,MIL,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Tristan Thompson,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,1
2012,CLE,MIL,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Tristan Thompson,Beno Udrih,Brandon Jennings,Drew Gooden,Luc Mbah a Moute,Monta Ellis,-1
2012,CLE,MIL,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Tristan Thompson,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,-1
2012,CLE,MIL,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Tristan Thompson,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Mike Dunleavy,Monta Ellis,-1
2012,CLE,MIL,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Tristan Thompson,Brandon Jennings,Ekpe Udoh,Ersan Ilyasova,Mike Dunleavy,Monta Ellis,1
2012,CLE,MIL,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Tristan Thompson,Beno Udrih,Ekpe Udoh,Ersan Ilyasova,Mike Dunleavy,Monta Ellis,1
2012,CLE,MIL,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Tristan Thompson,Beno Udrih,Ekpe Udoh,Larry Sanders,Mike Dunleavy,Monta Ellis,-1
2012,CLE,MIL,Donald Sloan,Luke Walton,Manny Harris,Omri Casspi,Samardo Samuels,Beno Udrih,Ekpe Udoh,Larry Sanders,Mike Dunleavy,Monta Ellis,-1
2012,CLE,MIL,Donald Sloan,Luke Walton,Manny Harris,Omri Casspi,Samardo Samuels,Beno Udrih,Ekpe Udoh,Larry Sanders,Mike Dunleavy,Shaun Livingston,-1
2012,CLE,MIL,Donald Sloan,Lester Hudson,Luke Walton,Omri Casspi,Samardo Samuels,Beno Udrih,Ekpe Udoh,Larry Sanders,Shaun Livingston,Tobias Harris,1
2012,CLE,MIL,Donald Sloan,Lester Hudson,Luke Walton,Omri Casspi,Samardo Samuels,Beno Udrih,Jon Brockman,Jon Leuer,Shaun Livingston,Tobias Harris,-1
2012,MIL,MEM,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,Jeremy Pargo,Marc Gasol,Marreese Speights,Rudy Gay,Tony Allen,1
2012,MIL,MEM,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,Marc Gasol,Marreese Speights,O.J. Mayo,Rudy Gay,Tony Allen,1
2012,MIL,MEM,Brandon Jennings,Ekpe Udoh,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,Marc Gasol,O.J. Mayo,Rudy Gay,Tony Allen,Zach Randolph,1
2012,MIL,MEM,Beno Udrih,Ekpe Udoh,Ersan Ilyasova,Mike Dunleavy,Monta Ellis,Gilbert Arenas,Marc Gasol,O.J. Mayo,Rudy Gay,Zach Randolph,-1
2012,MIL,MEM,Beno Udrih,Ekpe Udoh,Ersan Ilyasova,Mike Dunleavy,Shaun Livingston,Gilbert Arenas,Marreese Speights,O.J. Mayo,Rudy Gay,Zach Randolph,-1
2012,MIL,MEM,Beno Udrih,Ekpe Udoh,Larry Sanders,Mike Dunleavy,Shaun Livingston,Gilbert Arenas,Marreese Speights,O.J. Mayo,Quincy Pondexter,Zach Randolph,-1
2012,MIL,MEM,Beno Udrih,Drew Gooden,Ersan Ilyasova,Mike Dunleavy,Shaun Livingston,Gilbert Arenas,Marreese Speights,O.J. Mayo,Quincy Pondexter,Zach Randolph,-1
2012,MIL,MEM,Beno Udrih,Drew Gooden,Ersan Ilyasova,Mike Dunleavy,Shaun Livingston,Gilbert Arenas,Marreese Speights,Quincy Pondexter,Rudy Gay,Zach Randolph,-1
2012,MIL,MEM,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Mike Dunleavy,Shaun Livingston,Gilbert Arenas,Marreese Speights,Quincy Pondexter,Rudy Gay,Zach Randolph,1
2012,MIL,MEM,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,Gilbert Arenas,Marreese Speights,Quincy Pondexter,Rudy Gay,Zach Randolph,-1
2012,MIL,MEM,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,Gilbert Arenas,Marc Gasol,Quincy Pondexter,Rudy Gay,Zach Randolph,1
2012,MIL,MEM,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,Marc Gasol,O.J. Mayo,Quincy Pondexter,Rudy Gay,Zach Randolph,1
2012,MIL,MEM,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,Marc Gasol,O.J. Mayo,Rudy Gay,Tony Allen,Zach Randolph,-1
2012,MIL,MEM,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,Jeremy Pargo,Marc Gasol,Marreese Speights,Rudy Gay,Tony Allen,-1
2012,MIL,MEM,Beno Udrih,Ekpe Udoh,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,Marreese Speights,O.J. Mayo,Rudy Gay,Tony Allen,Zach Randolph,-1
2012,MIL,MEM,Beno Udrih,Ekpe Udoh,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,Marreese Speights,O.J. Mayo,Rudy Gay,Tony Allen,Zach Randolph,-1
2012,MIL,MEM,Beno Udrih,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Mike Dunleavy,Marreese Speights,O.J. Mayo,Rudy Gay,Tony Allen,Zach Randolph,1
2012,MIL,MEM,Beno Udrih,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Mike Dunleavy,Gilbert Arenas,Marc Gasol,O.J. Mayo,Quincy Pondexter,Zach Randolph,-1
2012,MIL,MEM,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Mike Dunleavy,Monta Ellis,Gilbert Arenas,Marc Gasol,O.J. Mayo,Quincy Pondexter,Zach Randolph,-1
2012,MIL,MEM,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Mike Dunleavy,Monta Ellis,Marc Gasol,Marreese Speights,O.J. Mayo,Quincy Pondexter,Rudy Gay,-1
2012,MIL,MEM,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Mike Dunleavy,Monta Ellis,Marc Gasol,Marreese Speights,O.J. Mayo,Rudy Gay,Tony Allen,-1
2012,MIL,MEM,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Mike Dunleavy,Monta Ellis,Marc Gasol,O.J. Mayo,Quincy Pondexter,Rudy Gay,Tony Allen,1
2012,WAS,MIL,Chris Singleton,Jan Vesely,John Wall,Jordan Crawford,Kevin Seraphin,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,-1
2012,WAS,MIL,Chris Singleton,Jan Vesely,Jordan Crawford,Kevin Seraphin,Shelvin Mack,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,1
2012,WAS,MIL,Chris Singleton,Jan Vesely,Jordan Crawford,Kevin Seraphin,Shelvin Mack,Brandon Jennings,Drew Gooden,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,-1
2012,WAS,MIL,Cartier Martin,Chris Singleton,Kevin Seraphin,Roger Mason,Shelvin Mack,Ekpe Udoh,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,Shaun Livingston,-1
2012,WAS,MIL,Cartier Martin,Chris Singleton,Jan Vesely,John Wall,Roger Mason,Brandon Jennings,Ekpe Udoh,Ersan Ilyasova,Mike Dunleavy,Shaun Livingston,-1
2012,WAS,MIL,Cartier Martin,Jan Vesely,John Wall,Kevin Seraphin,Roger Mason,Brandon Jennings,Ekpe Udoh,Ersan Ilyasova,Mike Dunleavy,Shaun Livingston,1
2012,WAS,MIL,Cartier Martin,Jan Vesely,John Wall,Jordan Crawford,Kevin Seraphin,Brandon Jennings,Ekpe Udoh,Ersan Ilyasova,Mike Dunleavy,Monta Ellis,1
2012,WAS,MIL,Cartier Martin,Chris Singleton,John Wall,Jordan Crawford,Kevin Seraphin,Brandon Jennings,Drew Gooden,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,1
2012,WAS,MIL,Cartier Martin,Jan Vesely,John Wall,Jordan Crawford,Kevin Seraphin,Brandon Jennings,Drew Gooden,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,1
2012,WAS,MIL,Cartier Martin,Jan Vesely,John Wall,Jordan Crawford,Kevin Seraphin,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,1
2012,WAS,MIL,Chris Singleton,Jan Vesely,John Wall,Jordan Crawford,Kevin Seraphin,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,-1
2012,WAS,MIL,Brian Cook,Chris Singleton,Jan Vesely,John Wall,Jordan Crawford,Brandon Jennings,Drew Gooden,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,1
2012,WAS,MIL,Brian Cook,Chris Singleton,Jan Vesely,John Wall,Jordan Crawford,Brandon Jennings,Ersan Ilyasova,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,-1
2012,WAS,MIL,Brian Cook,Chris Singleton,John Wall,Jordan Crawford,Roger Mason,Brandon Jennings,Ersan Ilyasova,Luc Mbah a Moute,Mike Dunleavy,Shaun Livingston,-1
2012,WAS,MIL,Brian Cook,Cartier Martin,Jan Vesely,Jordan Crawford,Roger Mason,Brandon Jennings,Ekpe Udoh,Luc Mbah a Moute,Mike Dunleavy,Shaun Livingston,1
2012,WAS,MIL,Cartier Martin,Jan Vesely,John Wall,Kevin Seraphin,Roger Mason,Ekpe Udoh,Ersan Ilyasova,Mike Dunleavy,Monta Ellis,Shaun Livingston,1
2012,WAS,MIL,Jan Vesely,John Wall,Jordan Crawford,Kevin Seraphin,Roger Mason,Ekpe Udoh,Ersan Ilyasova,Mike Dunleavy,Monta Ellis,Shaun Livingston,-1
2012,WAS,MIL,Chris Singleton,John Wall,Jordan Crawford,Kevin Seraphin,Roger Mason,Ekpe Udoh,Ersan Ilyasova,Mike Dunleavy,Monta Ellis,Shaun Livingston,-1
2012,WAS,MIL,Brian Cook,Cartier Martin,Chris Singleton,Roger Mason,Shelvin Mack,Jon Brockman,Jon Leuer,Larry Sanders,Shaun Livingston,Tobias Harris,1
2012,MIL,CLE,Brandon Jennings,Ekpe Udoh,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,Alonzo Gee,Antawn Jamison,Anthony Parker,Donald Sloan,Tristan Thompson,-1
2012,MIL,CLE,Brandon Jennings,Ekpe Udoh,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,Alonzo Gee,Antawn Jamison,Anthony Parker,Donald Sloan,Samardo Samuels,1
2012,MIL,CLE,Brandon Jennings,Ekpe Udoh,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,Antawn Jamison,Donald Sloan,Lester Hudson,Omri Casspi,Samardo Samuels,1
2012,MIL,CLE,Beno Udrih,Larry Sanders,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,Antawn Jamison,Donald Sloan,Lester Hudson,Omri Casspi,Samardo Samuels,-1
2012,MIL,CLE,Beno Udrih,Ersan Ilyasova,Larry Sanders,Mike Dunleavy,Shaun Livingston,Donald Sloan,Lester Hudson,Luke Walton,Omri Casspi,Samardo Samuels,1
2012,MIL,CLE,Beno Udrih,Ersan Ilyasova,Larry Sanders,Mike Dunleavy,Shaun Livingston,Alonzo Gee,Donald Sloan,Lester Hudson,Luke Walton,Tristan Thompson,1
2012,MIL,CLE,Beno Udrih,Ekpe Udoh,Ersan Ilyasova,Mike Dunleavy,Shaun Livingston,Alonzo Gee,Donald Sloan,Lester Hudson,Luke Walton,Tristan Thompson,-1
2012,MIL,CLE,Beno Udrih,Ekpe Udoh,Ersan Ilyasova,Mike Dunleavy,Shaun Livingston,Alonzo Gee,Antawn Jamison,Anthony Parker,Lester Hudson,Tristan Thompson,1
2012,MIL,CLE,Brandon Jennings,Ekpe Udoh,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,Alonzo Gee,Antawn Jamison,Anthony Parker,Lester Hudson,Tristan Thompson,1
2012,MIL,CLE,Brandon Jennings,Ersan Ilyasova,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,Alonzo Gee,Antawn Jamison,Anthony Parker,Lester Hudson,Tristan Thompson,-1
2012,MIL,CLE,Brandon Jennings,Ersan Ilyasova,Luc Mbah a Moute,Mike Dunleavy,Monta Ellis,Antawn Jamison,Anthony Parker,Lester Hudson,Omri Casspi,Tristan Thompson,-1
2012,MIL,CLE,Brandon Jennings,Ekpe Udoh,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,Alonzo Gee,Antawn Jamison,Anthony Parker,Donald Sloan,Tristan Thompson,1
2012,MIL,CLE,Brandon Jennings,Ekpe Udoh,Ersan Ilyasova,Mike Dunleavy,Monta Ellis,Alonzo Gee,Antawn Jamison,Anthony Parker,Donald Sloan,Tristan Thompson,-1
2012,MIL,CLE,Beno Udrih,Ekpe Udoh,Ersan Ilyasova,Mike Dunleavy,Monta Ellis,Alonzo Gee,Antawn Jamison,Donald Sloan,Lester Hudson,Tristan Thompson,-1
2012,MIL,CLE,Beno Udrih,Brandon Jennings,Larry Sanders,Luc Mbah a Moute,Mike Dunleavy,Alonzo Gee,Donald Sloan,Lester Hudson,Luke Walton,Samardo Samuels,1
2012,MIL,CLE,Beno Udrih,Brandon Jennings,Larry Sanders,Luc Mbah a Moute,Mike Dunleavy,Antawn Jamison,Anthony Parker,Lester Hudson,Omri Casspi,Tristan Thompson,-1
2012,MIL,CLE,Brandon Jennings,Ekpe Udoh,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,Antawn Jamison,Anthony Parker,Lester Hudson,Omri Casspi,Tristan Thompson,-1
2012,MIL,CLE,Brandon Jennings,Ekpe Udoh,Ersan Ilyasova,Luc Mbah a Moute,Monta Ellis,Antawn Jamison,Anthony Parker,Donald Sloan,Omri Casspi,Tristan Thompson,1
2012,MIL,CHA,Brandon Jennings,Ekpe Udoh,Ersan Ilyasova,Monta Ellis,Shaun Livingston,Bismack Biyombo,Byron Mullens,Derrick Brown,Gerald Henderson,Kemba Walker,1
2012,MIL,CHA,Brandon Jennings,Ersan Ilyasova,Larry Sanders,Monta Ellis,Shaun Livingston,Bismack Biyombo,Byron Mullens,Derrick Brown,Gerald Henderson,Kemba Walker,-1
2012,MIL,CHA,Brandon Jennings,Ersan Ilyasova,Larry Sanders,Monta Ellis,Shaun Livingston,Byron Mullens,D.J. White,Derrick Brown,Gerald Henderson,Kemba Walker,-1
2012,MIL,CHA,Brandon Jennings,Ersan Ilyasova,Jon Brockman,Mike Dunleavy,Monta Ellis,Byron Mullens,D.J. White,Derrick Brown,Gerald Henderson,Kemba Walker,1
2012,MIL,CHA,Brandon Jennings,Ersan Ilyasova,Jon Brockman,Mike Dunleavy,Monta Ellis,Bismack Biyombo,D.J. White,Derrick Brown,Gerald Henderson,Kemba Walker,-1
2012,MIL,CHA,Beno Udrih,Ersan Ilyasova,Jon Brockman,Mike Dunleavy,Monta Ellis,Bismack Biyombo,D.J. White,Derrick Brown,Gerald Henderson,Kemba Walker,-1
2012,MIL,CHA,Beno Udrih,Jon Brockman,Jon Leuer,Mike Dunleavy,Monta Ellis,D.J. White,Derrick Brown,Eduardo Najera,Gerald Henderson,Kemba Walker,1
2012,MIL,CHA,Beno Udrih,Jon Brockman,Jon Leuer,Mike Dunleavy,Shaun Livingston,Cory Higgins,D.J. White,Eduardo Najera,Matt Carroll,Tyrus Thomas,-1
2012,MIL,CHA,Beno Udrih,Ekpe Udoh,Jon Leuer,Mike Dunleavy,Shaun Livingston,Byron Mullens,Cory Higgins,D.J. White,Matt Carroll,Tyrus Thomas,1
2012,MIL,CHA,Brandon Jennings,Ekpe Udoh,Jon Leuer,Mike Dunleavy,Monta Ellis,Byron Mullens,Cory Higgins,D.J. White,Matt Carroll,Tyrus Thomas,-1
2012,MIL,CHA,Brandon Jennings,Ekpe Udoh,Ersan Ilyasova,Mike Dunleavy,Monta Ellis,Bismack Biyombo,Byron Mullens,Gerald Henderson,Kemba Walker,Tyrus Thomas,1
