season,home_team,away_team,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4,outcome
2012,HOU,PHI,Chandler Parsons,Goran Dragic,Kevin Martin,Kyle Lowry,Luis Scola,Andre Iguodala,Jodie Meeks,Lou Williams,Nikola Vucevic,Thaddeus Young,1
2012,HOU,PHI,Goran Dragic,Kevin Martin,Kyle Lowry,Luis Scola,Patrick Patterson,Andre Iguodala,Jodie Meeks,Lou Williams,Nikola Vucevic,Thaddeus Young,-1
2012,HOU,PHI,Goran Dragic,Kevin Martin,Kyle Lowry,Luis Scola,Patrick Patterson,Andre Iguodala,Jodie Meeks,Jrue Holiday,Lavoy Allen,Tony Battie,1
2012,HOU,PHI,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,Andre Iguodala,Jodie Meeks,Jrue Holiday,Lavoy Allen,Tony Battie,-1
2012,HOU,PHI,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,Andre Iguodala,Jodie Meeks,Lavoy Allen,Lou Williams,Tony Battie,-1
2012,HOU,PHI,Chandler Parsons,Goran Dragic,Kyle Lowry,Luis Scola,Patrick Patterson,Andre Iguodala,Jodie Meeks,Lavoy Allen,Lou Williams,Tony Battie,1
2012,HOU,PHI,Chandler Parsons,Goran Dragic,Kyle Lowry,Luis Scola,Patrick Patterson,Andre Iguodala,Jodie Meeks,Lou Williams,Nikola Vucevic,Thaddeus Young,-1
2012,HOU,PHI,Chandler Parsons,Goran Dragic,Kyle Lowry,Patrick Patterson,Samuel Dalembert,Evan Turner,Jodie Meeks,Lou Williams,Nikola Vucevic,Thaddeus Young,-1
2012,HOU,PHI,Courtney Lee,Goran Dragic,Kyle Lowry,Patrick Patterson,Samuel Dalembert,Evan Turner,Jodie Meeks,Lou Williams,Nikola Vucevic,Thaddeus Young,1
2012,HOU,PHI,Courtney Lee,Goran Dragic,Kevin Martin,Patrick Patterson,Samuel Dalembert,Evan Turner,Jodie Meeks,Jrue Holiday,Nikola Vucevic,Thaddeus Young,-1
2012,HOU,PHI,Courtney Lee,Goran Dragic,Kevin Martin,Patrick Patterson,Samuel Dalembert,Andre Iguodala,Evan Turner,Jrue Holiday,Nikola Vucevic,Thaddeus Young,1
2012,HOU,PHI,Courtney Lee,Kevin Martin,Kyle Lowry,Patrick Patterson,Samuel Dalembert,Andre Iguodala,Evan Turner,Jrue Holiday,Nikola Vucevic,Thaddeus Young,1
2012,HOU,PHI,Courtney Lee,Kevin Martin,Kyle Lowry,Patrick Patterson,Samuel Dalembert,Andre Iguodala,Jodie Meeks,Jrue Holiday,Nikola Vucevic,Thaddeus Young,1
2012,HOU,PHI,Courtney Lee,Kevin Martin,Kyle Lowry,Patrick Patterson,Samuel Dalembert,Andre Iguodala,Jrue Holiday,Lou Williams,Nikola Vucevic,Thaddeus Young,-1
2012,HOU,PHI,Chandler Parsons,Courtney Lee,Kevin Martin,Kyle Lowry,Luis Scola,Andre Iguodala,Jrue Holiday,Lou Williams,Nikola Vucevic,Thaddeus Young,1
2012,HOU,PHI,Chandler Parsons,Courtney Lee,Kevin Martin,Kyle Lowry,Luis Scola,Andre Iguodala,Jrue Holiday,Lavoy Allen,Lou Williams,Thaddeus Young,-1
2012,HOU,PHI,Courtney Lee,Kevin Martin,Kyle Lowry,Luis Scola,Patrick Patterson,Andre Iguodala,Jrue Holiday,Lou Williams,Nikola Vucevic,Thaddeus Young,1
2012,HOU,TOR,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,Aaron Gray,Amir Johnson,DeMar DeRozan,James Johnson,Jose Calderon,1
2012,HOU,TOR,Courtney Lee,Kevin Martin,Kyle Lowry,Patrick Patterson,Samuel Dalembert,Amir Johnson,Ed Davis,James Johnson,Jerryd Bayless,Leandro Barbosa,-1
2012,HOU,TOR,Courtney Lee,Goran Dragic,Kevin Martin,Patrick Patterson,Samuel Dalembert,Amir Johnson,Ed Davis,Jerryd Bayless,Leandro Barbosa,Linas Kleiza,-1
2012,HOU,TOR,Chase Budinger,Courtney Lee,Goran Dragic,Luis Scola,Patrick Patterson,Ed Davis,Jamaal Magloire,Jerryd Bayless,Leandro Barbosa,Linas Kleiza,-1
2012,HOU,TOR,Chase Budinger,Courtney Lee,Kyle Lowry,Luis Scola,Samuel Dalembert,Anthony Carter,DeMar DeRozan,Ed Davis,Jamaal Magloire,Linas Kleiza,-1
2012,HOU,TOR,Chase Budinger,Kevin Martin,Kyle Lowry,Patrick Patterson,Samuel Dalembert,Aaron Gray,Anthony Carter,DeMar DeRozan,Ed Davis,James Johnson,-1
2012,HOU,TOR,Chandler Parsons,Kevin Martin,Kyle Lowry,Patrick Patterson,Samuel Dalembert,Aaron Gray,Anthony Carter,DeMar DeRozan,Ed Davis,James Johnson,-1
2012,HOU,TOR,Chandler Parsons,Kevin Martin,Kyle Lowry,Patrick Patterson,Samuel Dalembert,Aaron Gray,Amir Johnson,DeMar DeRozan,James Johnson,Jose Calderon,-1
2012,HOU,TOR,Chandler Parsons,Kevin Martin,Kyle Lowry,Patrick Patterson,Samuel Dalembert,Amir Johnson,DeMar DeRozan,James Johnson,Jose Calderon,Linas Kleiza,-1
2012,HOU,TOR,Chandler Parsons,Kevin Martin,Kyle Lowry,Patrick Patterson,Samuel Dalembert,Amir Johnson,DeMar DeRozan,Ed Davis,Jose Calderon,Linas Kleiza,-1
2012,HOU,TOR,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,Aaron Gray,Amir Johnson,DeMar DeRozan,James Johnson,Jose Calderon,1
2012,HOU,TOR,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,Amir Johnson,DeMar DeRozan,Jamaal Magloire,James Johnson,Jose Calderon,-1
2012,HOU,TOR,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,Amir Johnson,DeMar DeRozan,Jamaal Magloire,Jose Calderon,Leandro Barbosa,-1
2012,HOU,TOR,Courtney Lee,Goran Dragic,Kevin Martin,Luis Scola,Patrick Patterson,DeMar DeRozan,Ed Davis,Jamaal Magloire,Jerryd Bayless,Leandro Barbosa,-1
2012,HOU,TOR,Courtney Lee,Goran Dragic,Greg Smith,Kyle Lowry,Patrick Patterson,DeMar DeRozan,Ed Davis,Jamaal Magloire,Jerryd Bayless,Leandro Barbosa,-1
2012,HOU,TOR,Courtney Lee,Goran Dragic,Greg Smith,Kyle Lowry,Patrick Patterson,Ed Davis,Jamaal Magloire,James Johnson,Jerryd Bayless,Leandro Barbosa,-1
2012,HOU,TOR,Courtney Lee,Goran Dragic,Greg Smith,Kyle Lowry,Patrick Patterson,Anthony Carter,Ed Davis,James Johnson,Leandro Barbosa,Linas Kleiza,-1
2012,HOU,TOR,Chandler Parsons,Courtney Lee,Goran Dragic,Kyle Lowry,Patrick Patterson,Anthony Carter,Ed Davis,James Johnson,Leandro Barbosa,Linas Kleiza,-1
2012,HOU,TOR,Chandler Parsons,Courtney Lee,Goran Dragic,Kyle Lowry,Luis Scola,Amir Johnson,Anthony Carter,James Johnson,Leandro Barbosa,Linas Kleiza,-1
2012,HOU,TOR,Chandler Parsons,Courtney Lee,Kevin Martin,Kyle Lowry,Luis Scola,Amir Johnson,Anthony Carter,James Johnson,Leandro Barbosa,Linas Kleiza,-1
2012,HOU,LAC,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,Blake Griffin,Caron Butler,Chris Paul,DeAndre Jordan,Randy Foye,1
2012,HOU,LAC,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,Blake Griffin,Caron Butler,Chris Paul,DeAndre Jordan,Mo Williams,-1
2012,HOU,LAC,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,Blake Griffin,Caron Butler,Chris Paul,Kenyon Martin,Mo Williams,-1
2012,HOU,LAC,Goran Dragic,Kevin Martin,Luis Scola,Samuel Dalembert,Terrence Williams,Bobby Simmons,Eric Bledsoe,Kenyon Martin,Mo Williams,Reggie Evans,-1
2012,HOU,LAC,Goran Dragic,Kevin Martin,Luis Scola,Patrick Patterson,Terrence Williams,Bobby Simmons,Eric Bledsoe,Kenyon Martin,Mo Williams,Reggie Evans,-1
2012,HOU,LAC,Courtney Lee,Goran Dragic,Luis Scola,Patrick Patterson,Terrence Williams,Bobby Simmons,Eric Bledsoe,Kenyon Martin,Mo Williams,Reggie Evans,1
2012,HOU,LAC,Courtney Lee,Goran Dragic,Patrick Patterson,Samuel Dalembert,Terrence Williams,Bobby Simmons,Eric Bledsoe,Kenyon Martin,Mo Williams,Reggie Evans,-1
2012,HOU,LAC,Courtney Lee,Kyle Lowry,Patrick Patterson,Samuel Dalembert,Terrence Williams,Bobby Simmons,Chris Paul,DeAndre Jordan,Kenyon Martin,Mo Williams,-1
2012,HOU,LAC,Courtney Lee,Kevin Martin,Kyle Lowry,Patrick Patterson,Samuel Dalembert,Blake Griffin,Caron Butler,Chris Paul,DeAndre Jordan,Mo Williams,1
2012,HOU,LAC,Courtney Lee,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,Blake Griffin,Caron Butler,Chris Paul,DeAndre Jordan,Randy Foye,1
2012,HOU,LAC,Courtney Lee,Kevin Martin,Kyle Lowry,Luis Scola,Patrick Patterson,Blake Griffin,Caron Butler,Chris Paul,DeAndre Jordan,Randy Foye,-1
2012,HOU,LAC,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,Blake Griffin,Caron Butler,Chris Paul,DeAndre Jordan,Randy Foye,-1
2012,HOU,LAC,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Patrick Patterson,Blake Griffin,Caron Butler,Chris Paul,Kenyon Martin,Mo Williams,1
2012,HOU,LAC,Chandler Parsons,Greg Smith,Kevin Martin,Kyle Lowry,Patrick Patterson,Chris Paul,Kenyon Martin,Mo Williams,Randy Foye,Reggie Evans,-1
2012,HOU,LAC,Greg Smith,Kevin Martin,Kyle Lowry,Patrick Patterson,Terrence Williams,Chris Paul,Kenyon Martin,Mo Williams,Randy Foye,Reggie Evans,-1
2012,HOU,LAC,Courtney Lee,Goran Dragic,Greg Smith,Patrick Patterson,Terrence Williams,Caron Butler,Kenyon Martin,Mo Williams,Randy Foye,Reggie Evans,-1
2012,HOU,LAC,Courtney Lee,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,Caron Butler,Kenyon Martin,Mo Williams,Randy Foye,Reggie Evans,-1
2012,HOU,LAC,Courtney Lee,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,Blake Griffin,Caron Butler,Chris Paul,DeAndre Jordan,Mo Williams,-1
2012,BOS,HOU,Brandon Bass,Kevin Garnett,Paul Pierce,Rajon Rondo,Ray Allen,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,1
2012,BOS,HOU,Chris Wilcox,Kevin Garnett,Paul Pierce,Rajon Rondo,Ray Allen,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,-1
2012,BOS,HOU,Chris Wilcox,Greg Stiemsma,Paul Pierce,Rajon Rondo,Ray Allen,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,-1
2012,BOS,HOU,Chris Wilcox,Greg Stiemsma,Mickael Pietrus,Paul Pierce,Rajon Rondo,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,-1
2012,BOS,HOU,Chris Wilcox,Greg Stiemsma,Mickael Pietrus,Paul Pierce,Rajon Rondo,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Patrick Patterson,1
2012,BOS,HOU,Greg Stiemsma,Kevin Garnett,Keyon Dooling,Mickael Pietrus,Rajon Rondo,Chandler Parsons,Courtney Lee,Goran Dragic,Luis Scola,Patrick Patterson,1
2012,BOS,HOU,Avery Bradley,Greg Stiemsma,Kevin Garnett,Keyon Dooling,Mickael Pietrus,Courtney Lee,Goran Dragic,Kevin Martin,Patrick Patterson,Samuel Dalembert,-1
2012,BOS,HOU,Avery Bradley,Brandon Bass,Chris Wilcox,Keyon Dooling,Ray Allen,Courtney Lee,Goran Dragic,Kevin Martin,Patrick Patterson,Samuel Dalembert,1
2012,BOS,HOU,Brandon Bass,Greg Stiemsma,Paul Pierce,Rajon Rondo,Ray Allen,Goran Dragic,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,-1
2012,BOS,HOU,Brandon Bass,Greg Stiemsma,Paul Pierce,Rajon Rondo,Ray Allen,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,1
2012,BOS,HOU,Brandon Bass,Kevin Garnett,Paul Pierce,Rajon Rondo,Ray Allen,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,1
2012,BOS,HOU,Brandon Bass,Kevin Garnett,Paul Pierce,Rajon Rondo,Ray Allen,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Patrick Patterson,-1
2012,BOS,HOU,Brandon Bass,Kevin Garnett,Paul Pierce,Rajon Rondo,Ray Allen,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,1
2012,BOS,HOU,Brandon Bass,Chris Wilcox,Paul Pierce,Rajon Rondo,Ray Allen,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Patrick Patterson,-1
2012,BOS,HOU,Brandon Bass,Chris Wilcox,Mickael Pietrus,Paul Pierce,Rajon Rondo,Courtney Lee,Goran Dragic,Kyle Lowry,Luis Scola,Patrick Patterson,-1
2012,BOS,HOU,Chris Wilcox,Kevin Garnett,Keyon Dooling,Mickael Pietrus,Rajon Rondo,Courtney Lee,Goran Dragic,Kyle Lowry,Luis Scola,Patrick Patterson,-1
2012,BOS,HOU,Avery Bradley,Chris Wilcox,Kevin Garnett,Mickael Pietrus,Ray Allen,Courtney Lee,Goran Dragic,Kyle Lowry,Patrick Patterson,Samuel Dalembert,-1
2012,BOS,HOU,Avery Bradley,Chris Wilcox,Kevin Garnett,Mickael Pietrus,Ray Allen,Courtney Lee,Goran Dragic,Kyle Lowry,Luis Scola,Samuel Dalembert,-1
2012,BOS,HOU,Chris Wilcox,Kevin Garnett,Paul Pierce,Rajon Rondo,Ray Allen,Courtney Lee,Goran Dragic,Kyle Lowry,Luis Scola,Samuel Dalembert,-1
2012,BOS,HOU,Brandon Bass,Chris Wilcox,Paul Pierce,Rajon Rondo,Ray Allen,Chandler Parsons,Courtney Lee,Goran Dragic,Luis Scola,Samuel Dalembert,1
2012,BOS,HOU,Brandon Bass,Kevin Garnett,Paul Pierce,Rajon Rondo,Ray Allen,Chandler Parsons,Courtney Lee,Goran Dragic,Luis Scola,Samuel Dalembert,1
2012,BOS,HOU,Brandon Bass,Kevin Garnett,Paul Pierce,Rajon Rondo,Ray Allen,Courtney Lee,Goran Dragic,Kyle Lowry,Luis Scola,Samuel Dalembert,1
2012,TOR,HOU,Aaron Gray,Amir Johnson,DeMar DeRozan,James Johnson,Jose Calderon,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,1
2012,TOR,HOU,Aaron Gray,Amir Johnson,DeMar DeRozan,Jose Calderon,Linas Kleiza,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,1
2012,TOR,HOU,Aaron Gray,Amir Johnson,DeMar DeRozan,Jose Calderon,Linas Kleiza,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Patrick Patterson,-1
2012,TOR,HOU,Amir Johnson,DeMar DeRozan,Ed Davis,Jose Calderon,Linas Kleiza,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Patrick Patterson,-1
2012,TOR,HOU,Amir Johnson,DeMar DeRozan,Ed Davis,Jose Calderon,Linas Kleiza,Chandler Parsons,Courtney Lee,Kyle Lowry,Luis Scola,Patrick Patterson,-1
2012,TOR,HOU,Amir Johnson,Ed Davis,Jerryd Bayless,Leandro Barbosa,Linas Kleiza,Chandler Parsons,Courtney Lee,Goran Dragic,Luis Scola,Patrick Patterson,-1
2012,TOR,HOU,Ed Davis,Jamaal Magloire,Jerryd Bayless,Leandro Barbosa,Linas Kleiza,Chandler Parsons,Courtney Lee,Goran Dragic,Patrick Patterson,Samuel Dalembert,1
2012,TOR,HOU,DeMar DeRozan,Ed Davis,Jamaal Magloire,Jose Calderon,Leandro Barbosa,Chandler Parsons,Courtney Lee,Goran Dragic,Patrick Patterson,Samuel Dalembert,1
2012,TOR,HOU,Aaron Gray,DeMar DeRozan,Ed Davis,Jose Calderon,Leandro Barbosa,Courtney Lee,Goran Dragic,Patrick Patterson,Samuel Dalembert,Terrence Williams,-1
2012,TOR,HOU,Aaron Gray,Amir Johnson,DeMar DeRozan,James Johnson,Jose Calderon,Courtney Lee,Goran Dragic,Patrick Patterson,Samuel Dalembert,Terrence Williams,-1
2012,TOR,HOU,Aaron Gray,Amir Johnson,DeMar DeRozan,James Johnson,Jose Calderon,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,Terrence Williams,-1
2012,TOR,HOU,Aaron Gray,Amir Johnson,DeMar DeRozan,James Johnson,Jose Calderon,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,1
2012,TOR,HOU,Aaron Gray,DeMar DeRozan,Ed Davis,James Johnson,Jose Calderon,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,1
2012,TOR,HOU,Aaron Gray,Amir Johnson,DeMar DeRozan,James Johnson,Jose Calderon,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,-1
2012,TOR,HOU,Aaron Gray,DeMar DeRozan,Ed Davis,Jose Calderon,Leandro Barbosa,Chandler Parsons,Kevin Martin,Kyle Lowry,Luis Scola,Samuel Dalembert,1
2012,TOR,HOU,DeMar DeRozan,Ed Davis,Jamaal Magloire,Jerryd Bayless,Leandro Barbosa,Chandler Parsons,Kevin Martin,Kyle Lowry,Patrick Patterson,Samuel Dalembert,-1
2012,TOR,HOU,DeMar DeRozan,Ed Davis,Jamaal Magloire,Jerryd Bayless,Leandro Barbosa,Chandler Parsons,Goran Dragic,Kyle Lowry,Patrick Patterson,Samuel Dalembert,-1
2012,TOR,HOU,DeMar DeRozan,Ed Davis,Jamaal Magloire,Jerryd Bayless,Leandro Barbosa,Chandler Parsons,Courtney Lee,Goran Dragic,Patrick Patterson,Samuel Dalembert,1
2012,TOR,HOU,Ed Davis,Jamaal Magloire,Jerryd Bayless,Leandro Barbosa,Linas Kleiza,Chandler Parsons,Courtney Lee,Goran Dragic,Patrick Patterson,Samuel Dalembert,-1
2012,TOR,HOU,DeMar DeRozan,Ed Davis,Jerryd Bayless,Leandro Barbosa,Linas Kleiza,Chandler Parsons,Courtney Lee,Goran Dragic,Patrick Patterson,Samuel Dalembert,1
2012,TOR,HOU,DeMar DeRozan,Ed Davis,Jerryd Bayless,Leandro Barbosa,Linas Kleiza,Chandler Parsons,Courtney Lee,Goran Dragic,Patrick Patterson,Terrence Williams,1
2012,TOR,HOU,Amir Johnson,DeMar DeRozan,Jose Calderon,Leandro Barbosa,Linas Kleiza,Chandler Parsons,Courtney Lee,Goran Dragic,Patrick Patterson,Terrence Williams,1
2012,TOR,HOU,Amir Johnson,DeMar DeRozan,Jose Calderon,Leandro Barbosa,Linas Kleiza,Chandler Parsons,Courtney Lee,Goran Dragic,Kyle Lowry,Patrick Patterson,1
2012,TOR,HOU,Amir Johnson,DeMar DeRozan,Jose Calderon,Leandro Barbosa,Linas Kleiza,Chandler Parsons,Courtney Lee,Goran Dragic,Patrick Patterson,Samuel Dalembert,1
2012,TOR,HOU,Amir Johnson,DeMar DeRozan,Jose Calderon,Leandro Barbosa,Linas Kleiza,Chandler Parsons,Courtney Lee,Goran Dragic,Marcus Morris,Samuel Dalembert,1
2012,TOR,HOU,Ed Davis,Jose Calderon,Leandro Barbosa,Linas Kleiza,Rasual Butler,Chandler Parsons,Courtney Lee,Goran Dragic,Marcus Morris,Samuel Dalembert,-1
2012,NJN,HOU,DeShawn Stevenson,Jordan Farmar,Kris Humphries,MarShon Brooks,Shelden Williams,Chandler Parsons,Goran Dragic,Kevin Martin,Luis Scola,Samuel Dalembert,-1
2012,NJN,HOU,DeShawn Stevenson,Johan Petro,Jordan Farmar,MarShon Brooks,Shelden Williams,Chandler Parsons,Goran Dragic,Kevin Martin,Luis Scola,Samuel Dalembert,-1
2012,NJN,HOU,Anthony Morrow,Johan Petro,Kris Humphries,MarShon Brooks,Sundiata Gaines,Chandler Parsons,Goran Dragic,Kevin Martin,Luis Scola,Samuel Dalembert,-1
2012,NJN,HOU,Anthony Morrow,Johan Petro,Kris Humphries,MarShon Brooks,Sundiata Gaines,Chandler Parsons,Goran Dragic,Kevin Martin,Luis Scola,Patrick Patterson,-1
2012,NJN,HOU,Anthony Morrow,Gerald Green,Johan Petro,Kris Humphries,Sundiata Gaines,Chandler Parsons,Courtney Lee,Goran Dragic,Luis Scola,Patrick Patterson,-1
2012,NJN,HOU,Anthony Morrow,Gerald Green,Johan Petro,Kris Humphries,Sundiata Gaines,Chase Budinger,Courtney Lee,Goran Dragic,Luis Scola,Patrick Patterson,-1
2012,NJN,HOU,Anthony Morrow,Gerald Green,Johan Petro,Shelden Williams,Sundiata Gaines,Chase Budinger,Courtney Lee,Jonny Flynn,Jordan Hill,Patrick Patterson,-1
2012,NJN,HOU,Anthony Morrow,Gerald Green,Johan Petro,Jordan Farmar,Shelden Williams,Chase Budinger,Courtney Lee,Jonny Flynn,Jordan Hill,Patrick Patterson,-1
2012,NJN,HOU,DeShawn Stevenson,Jordan Farmar,Kris Humphries,MarShon Brooks,Shelden Williams,Chase Budinger,Courtney Lee,Jonny Flynn,Patrick Patterson,Samuel Dalembert,-1
2012,NJN,HOU,DeShawn Stevenson,Jordan Farmar,Kris Humphries,MarShon Brooks,Shelden Williams,Chase Budinger,Courtney Lee,Goran Dragic,Patrick Patterson,Samuel Dalembert,-1
2012,NJN,HOU,Anthony Morrow,Gerald Green,Johan Petro,Jordan Williams,Sundiata Gaines,Chandler Parsons,Courtney Lee,Goran Dragic,Luis Scola,Samuel Dalembert,-1
2012,NJN,HOU,DeShawn Stevenson,Jordan Farmar,Kris Humphries,MarShon Brooks,Shelden Williams,Chandler Parsons,Goran Dragic,Kevin Martin,Luis Scola,Samuel Dalembert,-1
2012,NJN,HOU,Gerald Green,Jordan Farmar,Kris Humphries,MarShon Brooks,Shelden Williams,Chandler Parsons,Goran Dragic,Kevin Martin,Luis Scola,Samuel Dalembert,-1
2012,NJN,HOU,Gerald Green,Jordan Farmar,Kris Humphries,MarShon Brooks,Shelden Williams,Chandler Parsons,Courtney Lee,Goran Dragic,Luis Scola,Samuel Dalembert,-1
2012,NJN,HOU,Gerald Green,Johan Petro,Jordan Farmar,Kris Humphries,MarShon Brooks,Chandler Parsons,Courtney Lee,Goran Dragic,Luis Scola,Samuel Dalembert,-1
2012,NJN,HOU,Gerald Green,Johan Petro,Kris Humphries,MarShon Brooks,Sundiata Gaines,Chandler Parsons,Courtney Lee,Goran Dragic,Luis Scola,Samuel Dalembert,-1
2012,NJN,HOU,Anthony Morrow,Gerald Green,Johan Petro,Kris Humphries,Sundiata Gaines,Chandler Parsons,Courtney Lee,Jonny Flynn,Luis Scola,Patrick Patterson,-1
2012,NJN,HOU,Anthony Morrow,Gerald Green,Johan Petro,Kris Humphries,Sundiata Gaines,Chase Budinger,Courtney Lee,Jonny Flynn,Jordan Hill,Patrick Patterson,-1
2012,NJN,HOU,Anthony Morrow,Gerald Green,Johan Petro,Jordan Farmar,Shelden Williams,Chase Budinger,Courtney Lee,Goran Dragic,Luis Scola,Patrick Patterson,-1
2012,NJN,HOU,Gerald Green,Jordan Farmar,Kris Humphries,MarShon Brooks,Shelden Williams,Chase Budinger,Courtney Lee,Goran Dragic,Luis Scola,Patrick Patterson,-1
2012,NJN,HOU,Anthony Morrow,Jordan Farmar,Kris Humphries,MarShon Brooks,Shelden Williams,Chandler Parsons,Courtney Lee,Goran Dragic,Luis Scola,Patrick Patterson,-1
2012,NJN,HOU,Gerald Green,Jordan Farmar,Kris Humphries,MarShon Brooks,Shelden Williams,Chandler Parsons,Courtney Lee,Goran Dragic,Luis Scola,Patrick Patterson,-1
2012,CLE,HOU,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Ryan Hollins,Chandler Parsons,Goran Dragic,Kevin Martin,Luis Scola,Samuel Dalembert,-1
2012,CLE,HOU,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Tristan Thompson,Chandler Parsons,Goran Dragic,Kevin Martin,Luis Scola,Samuel Dalembert,-1
2012,CLE,HOU,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Tristan Thompson,Chase Budinger,Courtney Lee,Jonny Flynn,Luis Scola,Patrick Patterson,-1
2012,CLE,HOU,Alonzo Gee,Daniel Gibson,Ramon Sessions,Samardo Samuels,Tristan Thompson,Chase Budinger,Courtney Lee,Jonny Flynn,Luis Scola,Patrick Patterson,1
2012,CLE,HOU,Daniel Gibson,Omri Casspi,Ramon Sessions,Samardo Samuels,Tristan Thompson,Chase Budinger,Courtney Lee,Jonny Flynn,Jordan Hill,Patrick Patterson,1
2012,CLE,HOU,Daniel Gibson,Omri Casspi,Ramon Sessions,Samardo Samuels,Tristan Thompson,Chase Budinger,Courtney Lee,Jonny Flynn,Luis Scola,Patrick Patterson,-1
2012,CLE,HOU,Antawn Jamison,Daniel Gibson,Omri Casspi,Ramon Sessions,Samardo Samuels,Chase Budinger,Courtney Lee,Jonny Flynn,Luis Scola,Patrick Patterson,1
2012,CLE,HOU,Antawn Jamison,Daniel Gibson,Kyrie Irving,Omri Casspi,Ryan Hollins,Chase Budinger,Courtney Lee,Goran Dragic,Luis Scola,Samuel Dalembert,-1
2012,CLE,HOU,Alonzo Gee,Anthony Parker,Kyrie Irving,Ryan Hollins,Tristan Thompson,Chase Budinger,Courtney Lee,Goran Dragic,Luis Scola,Samuel Dalembert,-1
2012,CLE,HOU,Alonzo Gee,Anthony Parker,Kyrie Irving,Ryan Hollins,Samardo Samuels,Chandler Parsons,Chase Budinger,Goran Dragic,Patrick Patterson,Samuel Dalembert,-1
2012,CLE,HOU,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Ryan Hollins,Chandler Parsons,Goran Dragic,Kevin Martin,Luis Scola,Samuel Dalembert,-1
2012,CLE,HOU,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Tristan Thompson,Chandler Parsons,Goran Dragic,Kevin Martin,Luis Scola,Samuel Dalembert,-1
2012,CLE,HOU,Alonzo Gee,Antawn Jamison,Anthony Parker,Kyrie Irving,Tristan Thompson,Chandler Parsons,Courtney Lee,Goran Dragic,Luis Scola,Samuel Dalembert,1
2012,CLE,HOU,Alonzo Gee,Antawn Jamison,Daniel Gibson,Ramon Sessions,Tristan Thompson,Chase Budinger,Courtney Lee,Goran Dragic,Luis Scola,Samuel Dalembert,1
2012,CLE,HOU,Alonzo Gee,Antawn Jamison,Daniel Gibson,Ramon Sessions,Tristan Thompson,Chase Budinger,Courtney Lee,Jonny Flynn,Luis Scola,Patrick Patterson,1
2012,CLE,HOU,Daniel Gibson,Omri Casspi,Ramon Sessions,Samardo Samuels,Tristan Thompson,Chase Budinger,Courtney Lee,Jonny Flynn,Jordan Hill,Patrick Patterson,1
