season,team,player_0,player_1,player_2,player_3,target_player
7,22,77,817,26,743,603
7,22,77,817,603,743,26
7,22,77,817,603,26,743
7,22,817,603,26,807,891
7,22,891,603,26,807,817
7,22,891,817,26,807,603
7,22,891,817,603,807,26
7,22,891,817,603,26,807
7,22,817,26,743,807,77
7,22,77,26,743,807,817
7,22,77,817,743,807,26
7,22,77,817,26,807,743
7,22,77,817,26,743,807
7,22,19,26,743,807,0
7,22,0,26,743,807,19
7,22,0,19,743,807,26
7,22,0,19,26,807,743
7,22,0,19,26,743,807
7,22,0,19,603,26,625
7,22,625,19,603,26,0
7,22,625,0,603,26,19
7,22,625,0,19,26,603
7,22,625,0,19,603,26
7,22,0,19,743,807,625
7,22,625,19,743,807,0
7,22,625,0,743,807,19
7,22,625,0,19,807,743
7,22,625,0,19,743,807
7,22,817,603,26,929,77
7,22,77,603,26,929,817
7,22,77,817,26,929,603
7,22,77,817,603,929,26
7,22,77,817,603,26,929
7,22,817,26,929,807,77
7,22,77,26,929,807,817
7,22,77,817,929,807,26
7,22,77,817,26,807,929
7,22,77,817,26,929,807
7,22,817,26,743,807,77
