season,team,player_0,player_1,player_2,player_3,target_player
7,6,815,576,587,864,658
7,6,45,576,587,658,815
7,6,815,576,587,658,45
7,6,815,45,587,658,576
7,6,815,45,576,658,587
7,6,815,45,576,587,658
7,6,357,576,864,658,815
7,6,815,576,864,658,357
7,6,815,357,864,658,576
7,6,815,357,576,658,864
7,6,815,357,576,864,658
7,6,357,864,869,882,896
7,6,896,864,869,882,357
7,6,896,357,869,882,864
7,6,896,357,864,882,869
7,6,896,357,864,869,882
7,6,45,357,587,658,815
7,6,815,357,587,658,45
7,6,815,45,587,658,357
7,6,815,45,357,658,587
7,6,815,45,357,587,658
7,6,815,357,576,864,896
7,6,896,357,576,864,815
7,6,896,815,576,864,357
7,6,896,815,357,864,576
7,6,896,815,357,576,864
7,6,357,576,587,882,815
7,6,815,576,587,882,357
7,6,815,357,587,882,576
7,6,815,357,576,882,587
7,6,815,357,576,587,882
7,6,357,576,587,658,815
7,6,815,576,587,658,357
7,6,815,357,587,658,576
7,6,815,357,576,658,587
7,6,815,357,576,587,658
7,24,580,302,709,527,464
7,24,464,302,709,527,580
7,24,464,580,709,527,302
7,24,464,580,302,527,709
7,24,464,580,302,709,527
7,24,580,302,709,527,464
7,24,464,302,709,527,580
7,24,464,580,709,527,302
7,24,464,580,302,527,709
7,24,464,580,302,709,527
7,24,580,728,871,302,846
7,24,846,728,871,302,580
7,24,846,580,871,302,728
7,24,846,580,728,302,871
7,24,846,580,728,871,302
7,24,580,728,871,302,846
7,24,846,728,871,302,580
7,24,846,580,871,302,728
7,24,846,580,728,302,871
7,24,846,580,728,871,302
7,24,773,302,709,527,464
7,24,464,302,709,527,773
7,24,464,773,709,527,302
7,24,464,773,302,527,709
7,24,464,773,302,709,527
7,24,846,773,302,527,464
7,24,464,773,302,527,846
7,24,464,846,302,527,773
7,24,464,846,773,527,302
7,24,464,846,773,302,527
7,24,846,580,871,709,464
7,24,464,580,871,709,846
7,24,464,846,871,709,580
7,24,464,846,580,709,871
7,24,464,846,580,871,709
7,24,846,580,871,709,464
7,24,464,580,871,709,846
7,24,464,846,871,709,580
7,24,464,846,580,709,871
7,24,464,846,580,871,709
7,24,580,728,871,302,846
7,24,846,728,871,302,580
7,24,846,580,871,302,728
7,24,846,580,728,302,871
7,24,846,580,728,871,302
7,24,580,728,871,302,846
7,24,846,728,871,302,580
7,24,846,580,871,302,728
7,24,846,580,728,302,871
7,24,846,580,728,871,302
7,24,580,773,871,302,846
7,24,846,773,871,302,580
7,24,846,580,871,302,773
7,24,846,580,773,302,871
7,24,846,580,773,871,302
7,24,580,773,871,302,846
7,24,846,773,871,302,580
7,24,846,580,871,302,773
7,24,846,580,773,302,871
7,24,846,580,773,871,302
7,24,580,773,871,302,846
7,24,846,773,871,302,580
7,24,846,580,871,302,773
7,24,846,580,773,302,871
7,24,846,580,773,871,302
7,6,45,576,587,658,815
7,6,815,576,587,658,45
7,6,815,45,587,658,576
7,6,815,45,576,658,587
7,6,815,45,576,587,658
7,6,45,357,576,587,815
7,6,815,357,576,587,45
7,6,815,45,576,587,357
7,6,815,45,357,587,576
7,6,815,45,357,576,587
7,6,357,869,658,882,896
7,6,896,869,658,882,357
7,6,896,357,658,882,869
7,6,896,357,869,882,658
7,6,896,357,869,658,882
7,6,357,869,658,882,896
7,6,896,869,658,882,357
7,6,896,357,658,882,869
7,6,896,357,869,882,658
7,6,896,357,869,658,882
7,6,357,869,658,882,896
7,6,896,869,658,882,357
7,6,896,357,658,882,869
7,6,896,357,869,882,658
7,6,896,357,869,658,882
7,6,357,576,587,882,815
7,6,815,576,587,882,357
7,6,815,357,587,882,576
7,6,815,357,576,882,587
7,6,815,357,576,587,882
7,6,357,576,869,658,815
7,6,815,576,869,658,357
7,6,815,357,869,658,576
7,6,815,357,576,658,869
7,6,815,357,576,869,658
7,6,357,869,658,882,45
7,6,45,869,658,882,357
7,6,45,357,658,882,869
7,6,45,357,869,882,658
7,6,45,357,869,658,882
7,6,45,124,869,882,897
7,6,897,124,869,882,45
7,6,897,45,869,882,124
7,6,897,45,124,882,869
7,6,897,45,124,869,882
7,6,896,124,869,882,897
7,6,897,124,869,882,896
7,6,897,896,869,882,124
7,6,897,896,124,882,869
7,6,897,896,124,869,882
7,6,896,124,869,882,897
7,6,897,124,869,882,896
7,6,897,896,869,882,124
7,6,897,896,124,882,869
7,6,897,896,124,869,882
7,6,230,576,587,658,815
7,6,815,576,587,658,230
7,6,815,230,587,658,576
7,6,815,230,576,658,587
7,6,815,230,576,587,658
7,6,816,357,576,882,45
7,6,45,357,576,882,816
7,6,45,816,576,882,357
7,6,45,816,357,882,576
7,6,45,816,357,576,882
7,6,230,576,587,658,815
7,6,815,576,587,658,230
7,6,815,230,587,658,576
7,6,815,230,576,658,587
7,6,815,230,576,587,658
7,6,230,576,587,658,815
7,6,815,576,587,658,230
7,6,815,230,587,658,576
7,6,815,230,576,658,587
7,6,815,230,576,587,658
7,6,45,816,357,576,815
7,6,815,816,357,576,45
7,6,815,45,357,576,816
7,6,815,45,816,576,357
7,6,815,45,816,357,576
7,6,230,816,357,882,45
7,6,45,816,357,882,230
7,6,45,230,357,882,816
7,6,45,230,816,882,357
7,6,45,230,816,357,882
7,6,357,576,587,658,815
7,6,815,576,587,658,357
7,6,815,357,587,658,576
7,6,815,357,576,658,587
7,6,815,357,576,587,658
7,6,45,230,816,357,896
7,6,896,230,816,357,45
7,6,896,45,816,357,230
7,6,896,45,230,357,816
7,6,896,45,230,816,357
7,6,357,587,658,882,896
7,6,896,587,658,882,357
7,6,896,357,658,882,587
7,6,896,357,587,882,658
7,6,896,357,587,658,882
7,6,357,587,658,882,896
7,6,896,587,658,882,357
7,6,896,357,658,882,587
7,6,896,357,587,882,658
7,6,896,357,587,658,882
7,6,357,576,587,658,815
7,6,815,576,587,658,357
7,6,815,357,587,658,576
7,6,815,357,576,658,587
7,6,815,357,576,587,658
7,6,45,576,587,658,815
7,6,815,576,587,658,45
7,6,815,45,587,658,576
7,6,815,45,576,658,587
7,6,815,45,576,587,658
7,6,45,816,357,576,815
7,6,815,816,357,576,45
7,6,815,45,357,576,816
7,6,815,45,816,576,357
7,6,815,45,816,357,576
7,6,230,816,357,576,45
7,6,45,816,357,576,230
7,6,45,230,357,576,816
7,6,45,230,816,576,357
7,6,45,230,816,357,576
7,6,357,576,587,658,815
7,6,815,576,587,658,357
7,6,815,357,587,658,576
7,6,815,357,576,658,587
7,6,815,357,576,587,658
7,6,230,576,587,658,815
7,6,815,576,587,658,230
7,6,815,230,587,658,576
7,6,815,230,576,658,587
7,6,815,230,576,587,658
7,6,230,576,587,658,815
7,6,815,576,587,658,230
7,6,815,230,587,658,576
7,6,815,230,576,658,587
7,6,815,230,576,587,658
7,6,816,357,576,658,815
7,6,815,357,576,658,816
7,6,815,816,576,658,357
7,6,815,816,357,658,576
7,6,815,816,357,576,658
7,6,45,816,357,576,815
7,6,815,816,357,576,45
7,6,815,45,357,576,816
7,6,815,45,816,576,357
7,6,815,45,816,357,576
7,6,45,816,357,576,896
7,6,896,816,357,576,45
7,6,896,45,357,576,816
7,6,896,45,816,576,357
7,6,896,45,816,357,576
7,6,357,576,587,658,896
7,6,896,576,587,658,357
7,6,896,357,587,658,576
7,6,896,357,576,658,587
7,6,896,357,576,587,658
7,6,230,576,587,658,815
7,6,815,576,587,658,230
7,6,815,230,587,658,576
7,6,815,230,576,658,587
7,6,815,230,576,587,658
7,6,230,357,576,658,45
7,6,45,357,576,658,230
7,6,45,230,576,658,357
7,6,45,230,357,658,576
7,6,45,230,357,576,658
7,6,45,230,357,882,896
7,6,896,230,357,882,45
7,6,896,45,357,882,230
7,6,896,45,230,882,357
7,6,896,45,230,357,882
7,6,896,816,869,882,897
7,6,897,816,869,882,896
7,6,897,896,869,882,816
7,6,897,896,816,882,869
7,6,897,896,816,869,882
7,13,288,346,337,375,102
7,13,102,346,337,375,288
7,13,102,288,337,375,346
7,13,102,288,346,375,337
7,13,102,288,346,337,375
7,13,288,346,337,375,102
7,13,102,346,337,375,288
7,13,102,288,337,375,346
7,13,102,288,346,375,337
7,13,102,288,346,337,375
7,13,346,337,375,428,288
7,13,288,337,375,428,346
7,13,288,346,375,428,337
7,13,288,346,337,428,375
7,13,288,346,337,375,428
7,13,346,337,375,428,288
7,13,288,337,375,428,346
7,13,288,346,375,428,337
7,13,288,346,337,428,375
7,13,288,346,337,375,428
7,13,50,848,288,375,458
7,13,458,848,288,375,50
7,13,458,50,288,375,848
7,13,458,50,848,375,288
7,13,458,50,848,288,375
7,13,50,102,848,346,458
7,13,458,102,848,346,50
7,13,458,50,848,346,102
7,13,458,50,102,346,848
7,13,458,50,102,848,346
7,13,50,102,848,346,458
7,13,458,102,848,346,50
7,13,458,50,848,346,102
7,13,458,50,102,346,848
7,13,458,50,102,848,346
7,13,50,102,848,346,458
7,13,458,102,848,346,50
7,13,458,50,848,346,102
7,13,458,50,102,346,848
7,13,458,50,102,848,346
7,13,50,102,346,428,613
7,13,613,102,346,428,50
7,13,613,50,346,428,102
7,13,613,50,102,428,346
7,13,613,50,102,346,428
7,13,50,102,848,346,458
7,13,458,102,848,346,50
7,13,458,50,848,346,102
7,13,458,50,102,346,848
7,13,458,50,102,848,346
7,13,102,346,337,428,50
7,13,50,346,337,428,102
7,13,50,102,337,428,346
7,13,50,102,346,428,337
7,13,50,102,346,337,428
7,17,544,485,384,427,547
7,17,547,485,384,427,544
7,17,547,544,384,427,485
7,17,547,544,485,427,384
7,17,547,544,485,384,427
7,17,544,251,921,400,567
7,17,567,251,921,400,544
7,17,567,544,921,400,251
7,17,567,544,251,400,921
7,17,567,544,251,921,400
7,17,544,251,921,400,567
7,17,567,251,921,400,544
7,17,567,544,921,400,251
7,17,567,544,251,400,921
7,17,567,544,251,921,400
7,17,251,921,400,427,567
7,17,567,921,400,427,251
7,17,567,251,400,427,921
7,17,567,251,921,427,400
7,17,567,251,921,400,427
7,17,485,251,400,427,544
7,17,544,251,400,427,485
7,17,544,485,400,427,251
7,17,544,485,251,427,400
7,17,544,485,251,400,427
7,17,485,251,400,427,544
7,17,544,251,400,427,485
7,17,544,485,400,427,251
7,17,544,485,251,427,400
7,17,544,485,251,400,427
7,17,544,485,384,427,547
7,17,547,485,384,427,544
7,17,547,544,384,427,485
7,17,547,544,485,427,384
7,17,547,544,485,384,427
7,17,567,921,384,427,547
7,17,547,921,384,427,567
7,17,547,567,384,427,921
7,17,547,567,921,427,384
7,17,547,567,921,384,427
7,17,251,921,400,427,567
7,17,567,921,400,427,251
7,17,567,251,400,427,921
7,17,567,251,921,427,400
7,17,567,251,921,400,427
7,17,544,251,921,400,567
7,17,567,251,921,400,544
7,17,567,544,921,400,251
7,17,567,544,251,400,921
7,17,567,544,251,921,400
7,3,732,708,377,424,630
7,3,630,708,377,424,732
7,3,630,732,377,424,708
7,3,630,732,708,424,377
7,3,630,732,708,377,424
7,3,15,498,652,708,5
7,3,5,498,652,708,15
7,3,5,15,652,708,498
7,3,5,15,498,708,652
7,3,5,15,498,652,708
7,3,15,498,652,708,5
7,3,5,498,652,708,15
7,3,5,15,652,708,498
7,3,5,15,498,708,652
7,3,5,15,498,652,708
7,3,5,630,498,652,832
7,3,832,630,498,652,5
7,3,832,5,498,652,630
7,3,832,5,630,652,498
7,3,832,5,630,498,652
7,3,5,630,498,652,832
7,3,832,630,498,652,5
7,3,832,5,498,652,630
7,3,832,5,630,652,498
7,3,832,5,630,498,652
7,3,630,498,652,377,832
7,3,832,498,652,377,630
7,3,832,630,652,377,498
7,3,832,630,498,377,652
7,3,832,630,498,652,377
7,3,15,708,377,424,732
7,3,732,708,377,424,15
7,3,732,15,377,424,708
7,3,732,15,708,424,377
7,3,732,15,708,377,424
7,3,630,732,377,424,832
7,3,832,732,377,424,630
7,3,832,630,377,424,732
7,3,832,630,732,424,377
7,3,832,630,732,377,424
7,3,732,15,377,424,5
7,3,5,15,377,424,732
7,3,5,732,377,424,15
7,3,5,732,15,424,377
7,3,5,732,15,377,424
7,3,15,498,652,708,5
7,3,5,498,652,708,15
7,3,5,15,652,708,498
7,3,5,15,498,708,652
7,3,5,15,498,652,708
7,3,732,498,652,708,5
7,3,5,498,652,708,732
7,3,5,732,652,708,498
7,3,5,732,498,708,652
7,3,5,732,498,652,708
7,33,820,819,546,656,670
7,33,670,819,546,656,820
7,33,670,820,546,656,819
7,33,670,820,819,656,546
7,33,670,820,819,546,656
7,33,550,822,546,656,820
7,33,820,822,546,656,550
7,33,820,550,546,656,822
7,33,820,550,822,656,546
7,33,820,550,822,546,656
7,33,550,822,928,656,670
7,33,670,822,928,656,550
7,33,670,550,928,656,822
7,33,670,550,822,656,928
7,33,670,550,822,928,656
7,33,820,819,546,656,670
7,33,670,819,546,656,820
7,33,670,820,546,656,819
7,33,670,820,819,656,546
7,33,670,820,819,546,656
7,33,820,819,546,656,670
7,33,670,819,546,656,820
7,33,670,820,546,656,819
7,33,670,820,819,656,546
7,33,670,820,819,546,656
7,33,820,550,822,656,670
7,33,670,550,822,656,820
7,33,670,820,822,656,550
7,33,670,820,550,656,822
7,33,670,820,550,822,656
7,33,819,827,928,656,550
7,33,550,827,928,656,819
7,33,550,819,928,656,827
7,33,550,819,827,656,928
7,33,550,819,827,928,656
7,6,45,576,587,658,815
7,6,815,576,587,658,45
7,6,815,45,587,658,576
7,6,815,45,576,658,587
7,6,815,45,576,587,658
7,6,357,576,587,882,815
7,6,815,576,587,882,357
7,6,815,357,587,882,576
7,6,815,357,576,882,587
7,6,815,357,576,587,882
7,6,864,869,658,882,357
7,6,357,869,658,882,864
7,6,357,864,658,882,869
7,6,357,864,869,882,658
7,6,357,864,869,658,882
7,6,587,869,658,882,357
7,6,357,869,658,882,587
7,6,357,587,658,882,869
7,6,357,587,869,882,658
7,6,357,587,869,658,882
7,6,357,576,587,869,815
7,6,815,576,587,869,357
7,6,815,357,587,869,576
7,6,815,357,576,869,587
7,6,815,357,576,587,869
7,6,357,576,587,869,815
7,6,815,576,587,869,357
7,6,815,357,587,869,576
7,6,815,357,576,869,587
7,6,815,357,576,587,869
7,6,576,587,869,658,815
7,6,815,587,869,658,576
7,6,815,576,869,658,587
7,6,815,576,587,658,869
7,6,815,576,587,869,658
7,6,45,576,587,658,815
7,6,815,576,587,658,45
7,6,815,45,587,658,576
7,6,815,45,576,658,587
7,6,815,45,576,587,658
7,6,576,587,658,882,357
7,6,357,587,658,882,576
7,6,357,576,658,882,587
7,6,357,576,587,882,658
7,6,357,576,587,658,882
7,6,816,357,576,658,815
7,6,815,357,576,658,816
7,6,815,816,576,658,357
7,6,815,816,357,658,576
7,6,815,816,357,576,658
7,6,816,357,576,864,815
7,6,815,357,576,864,816
7,6,815,816,576,864,357
7,6,815,816,357,864,576
7,6,815,816,357,576,864
7,6,816,357,576,864,896
7,6,896,357,576,864,816
7,6,896,816,576,864,357
7,6,896,816,357,864,576
7,6,896,816,357,576,864
7,6,816,357,864,882,896
7,6,896,357,864,882,816
7,6,896,816,864,882,357
7,6,896,816,357,882,864
7,6,896,816,357,864,882
7,6,816,357,864,882,896
7,6,896,357,864,882,816
7,6,896,816,864,882,357
7,6,896,816,357,882,864
7,6,896,816,357,864,882
7,6,587,864,658,882,357
7,6,357,864,658,882,587
7,6,357,587,658,882,864
7,6,357,587,864,882,658
7,6,357,587,864,658,882
7,6,587,864,658,882,357
7,6,357,864,658,882,587
7,6,357,587,658,882,864
7,6,357,587,864,882,658
7,6,357,587,864,658,882
7,6,45,576,587,658,815
7,6,815,576,587,658,45
7,6,815,45,587,658,576
7,6,815,45,576,658,587
7,6,815,45,576,587,658
7,6,816,357,576,864,815
7,6,815,357,576,864,816
7,6,815,816,576,864,357
7,6,815,816,357,864,576
7,6,815,816,357,576,864
7,6,576,587,658,882,357
7,6,357,587,658,882,576
7,6,357,576,658,882,587
7,6,357,576,587,882,658
7,6,357,576,587,658,882
7,6,357,864,869,882,815
7,6,815,864,869,882,357
7,6,815,357,869,882,864
7,6,815,357,864,882,869
7,6,815,357,864,869,882
7,6,357,576,587,658,815
7,6,815,576,587,658,357
7,6,815,357,587,658,576
7,6,815,357,576,658,587
7,6,815,357,576,587,658
7,6,45,576,587,658,815
7,6,815,576,587,658,45
7,6,815,45,587,658,576
7,6,815,45,576,658,587
7,6,815,45,576,587,658
7,6,45,576,587,658,815
7,6,815,576,587,658,45
7,6,815,45,587,658,576
7,6,815,45,576,658,587
7,6,815,45,576,587,658
7,6,576,864,869,882,357
7,6,357,864,869,882,576
7,6,357,576,869,882,864
7,6,357,576,864,882,869
7,6,357,576,864,869,882
7,6,357,576,587,658,815
7,6,815,576,587,658,357
7,6,815,357,587,658,576
7,6,815,357,576,658,587
7,6,815,357,576,587,658
7,6,357,576,587,658,815
7,6,815,576,587,658,357
7,6,815,357,587,658,576
7,6,815,357,576,658,587
7,6,815,357,576,587,658
7,11,551,355,575,648,168
7,11,168,355,575,648,551
7,11,168,551,575,648,355
7,11,168,551,355,648,575
7,11,168,551,355,575,648
7,11,551,355,437,648,168
7,11,168,355,437,648,551
7,11,168,551,437,648,355
7,11,168,551,355,648,437
7,11,168,551,355,437,648
7,11,583,783,437,286,534
7,11,534,783,437,286,583
7,11,534,583,437,286,783
7,11,534,583,783,286,437
7,11,534,583,783,437,286
7,11,355,575,583,783,168
7,11,168,575,583,783,355
7,11,168,355,583,783,575
7,11,168,355,575,783,583
7,11,168,355,575,583,783
7,11,355,575,583,648,168
7,11,168,575,583,648,355
7,11,168,355,583,648,575
7,11,168,355,575,648,583
7,11,168,355,575,583,648
7,11,355,575,583,648,168
7,11,168,575,583,648,355
7,11,168,355,583,648,575
7,11,168,355,575,648,583
7,11,168,355,575,583,648
7,11,355,575,783,437,168
7,11,168,575,783,437,355
7,11,168,355,783,437,575
7,11,168,355,575,437,783
7,11,168,355,575,783,437
7,11,551,355,575,648,168
7,11,168,355,575,648,551
7,11,168,551,575,648,355
7,11,168,551,355,648,575
7,11,168,551,355,575,648
7,11,355,575,783,437,534
7,11,534,575,783,437,355
7,11,534,355,783,437,575
7,11,534,355,575,437,783
7,11,534,355,575,783,437
7,11,575,583,783,437,534
7,11,534,583,783,437,575
7,11,534,575,783,437,583
7,11,534,575,583,437,783
7,11,534,575,583,783,437
7,10,862,797,804,956,460
7,10,460,797,804,956,862
7,10,460,862,804,956,797
7,10,460,862,797,956,804
7,10,460,862,797,804,956
7,10,839,748,383,804,812
7,10,812,748,383,804,839
7,10,812,839,383,804,748
7,10,812,839,748,804,383
7,10,812,839,748,383,804
7,10,839,856,797,956,460
7,10,460,856,797,956,839
7,10,460,839,797,956,856
7,10,460,839,856,956,797
7,10,460,839,856,797,956
7,10,839,856,797,956,460
7,10,460,856,797,956,839
7,10,460,839,797,956,856
7,10,460,839,856,956,797
7,10,460,839,856,797,956
7,10,856,862,797,956,460
7,10,460,862,797,956,856
7,10,460,856,797,956,862
7,10,460,856,862,956,797
7,10,460,856,862,797,956
7,10,862,797,804,956,460
7,10,460,797,804,956,862
7,10,460,862,804,956,797
7,10,460,862,797,956,804
7,10,460,862,797,804,956
7,10,862,797,804,956,460
7,10,460,797,804,956,862
7,10,460,862,804,956,797
7,10,460,862,797,956,804
7,10,460,862,797,804,956
7,10,856,862,804,956,748
7,10,748,862,804,956,856
7,10,748,856,804,956,862
7,10,748,856,862,956,804
7,10,748,856,862,804,956
7,10,856,862,804,956,748
7,10,748,862,804,956,856
7,10,748,856,804,956,862
7,10,748,856,862,956,804
7,10,748,856,862,804,956
7,10,856,862,804,956,748
7,10,748,862,804,956,856
7,10,748,856,804,956,862
7,10,748,856,862,956,804
7,10,748,856,862,804,956
7,26,631,317,937,326,609
7,26,609,317,937,326,631
7,26,609,631,937,326,317
7,26,609,631,317,326,937
7,26,609,631,317,937,326
7,26,317,937,876,798,903
7,26,903,937,876,798,317
7,26,903,317,876,798,937
7,26,903,317,937,798,876
7,26,903,317,937,876,798
7,26,631,317,876,798,93
7,26,93,317,876,798,631
7,26,93,631,876,798,317
7,26,93,631,317,798,876
7,26,93,631,317,876,798
7,26,93,631,326,798,609
7,26,609,631,326,798,93
7,26,609,93,326,798,631
7,26,609,93,631,798,326
7,26,609,93,631,326,798
7,26,93,631,326,798,609
7,26,609,631,326,798,93
7,26,609,93,326,798,631
7,26,609,93,631,798,326
7,26,609,93,631,326,798
7,26,631,937,326,798,609
7,26,609,937,326,798,631
7,26,609,631,326,798,937
7,26,609,631,937,798,326
7,26,609,631,937,326,798
7,26,903,317,937,326,609
7,26,609,317,937,326,903
7,26,609,903,937,326,317
7,26,609,903,317,326,937
7,26,609,903,317,937,326
7,26,317,937,326,798,903
7,26,903,937,326,798,317
7,26,903,317,326,798,937
7,26,903,317,937,798,326
7,26,903,317,937,326,798
7,26,631,317,326,798,93
7,26,93,317,326,798,631
7,26,93,631,326,798,317
7,26,93,631,317,798,326
7,26,93,631,317,326,798
7,15,554,735,489,328,20
7,15,20,735,489,328,554
7,15,20,554,489,328,735
7,15,20,554,735,328,489
7,15,20,554,735,489,328
7,15,554,735,328,653,20
7,15,20,735,328,653,554
7,15,20,554,328,653,735
7,15,20,554,735,653,328
7,15,20,554,735,328,653
7,15,254,54,653,950,554
7,15,554,54,653,950,254
7,15,554,254,653,950,54
7,15,554,254,54,950,653
7,15,554,254,54,653,950
7,15,735,489,254,328,20
7,15,20,489,254,328,735
7,15,20,735,254,328,489
7,15,20,735,489,328,254
7,15,20,735,489,254,328
7,15,554,735,489,328,20
7,15,20,735,489,328,554
7,15,20,554,489,328,735
7,15,20,554,735,328,489
7,15,20,554,735,489,328
7,15,554,735,328,653,20
7,15,20,735,328,653,554
7,15,20,554,328,653,735
7,15,20,554,735,653,328
7,15,20,554,735,328,653
7,15,779,735,489,653,554
7,15,554,735,489,653,779
7,15,554,779,489,653,735
7,15,554,779,735,653,489
7,15,554,779,735,489,653
7,6,230,576,587,658,815
7,6,815,576,587,658,230
7,6,815,230,587,658,576
7,6,815,230,576,658,587
7,6,815,230,576,587,658
7,6,230,357,864,658,815
7,6,815,357,864,658,230
7,6,815,230,864,658,357
7,6,815,230,357,658,864
7,6,815,230,357,864,658
7,6,357,864,658,882,230
7,6,230,864,658,882,357
7,6,230,357,658,882,864
7,6,230,357,864,882,658
7,6,230,357,864,658,882
7,6,45,357,576,587,815
7,6,815,357,576,587,45
7,6,815,45,576,587,357
7,6,815,45,357,587,576
7,6,815,45,357,576,587
7,6,230,357,864,658,815
7,6,815,357,864,658,230
7,6,815,230,864,658,357
7,6,815,230,357,658,864
7,6,815,230,357,864,658
7,6,230,357,864,658,815
7,6,815,357,864,658,230
7,6,815,230,864,658,357
7,6,815,230,357,658,864
7,6,815,230,357,864,658
7,6,576,587,864,882,357
7,6,357,587,864,882,576
7,6,357,576,864,882,587
7,6,357,576,587,882,864
7,6,357,576,587,864,882
7,6,357,576,587,882,45
7,6,45,576,587,882,357
7,6,45,357,587,882,576
7,6,45,357,576,882,587
7,6,45,357,576,587,882
7,6,45,357,576,587,815
7,6,815,357,576,587,45
7,6,815,45,576,587,357
7,6,815,45,357,587,576
7,6,815,45,357,576,587
7,6,230,357,587,658,815
7,6,815,357,587,658,230
7,6,815,230,587,658,357
7,6,815,230,357,658,587
7,6,815,230,357,587,658
7,0,633,865,245,423,11
7,0,11,865,245,423,633
7,0,11,633,245,423,865
7,0,11,633,865,423,245
7,0,11,633,865,245,423
7,0,875,927,423,717,513
7,0,513,927,423,717,875
7,0,513,875,423,717,927
7,0,513,875,927,717,423
7,0,513,875,927,423,717
7,0,875,927,423,717,513
7,0,513,927,423,717,875
7,0,513,875,423,717,927
7,0,513,875,927,717,423
7,0,513,875,927,423,717
7,0,875,927,423,717,513
7,0,513,927,423,717,875
7,0,513,875,423,717,927
7,0,513,875,927,717,423
7,0,513,875,927,423,717
7,0,875,927,423,717,513
7,0,513,927,423,717,875
7,0,513,875,423,717,927
7,0,513,875,927,717,423
7,0,513,875,927,423,717
7,0,633,865,513,245,11
7,0,11,865,513,245,633
7,0,11,633,513,245,865
7,0,11,633,865,245,513
7,0,11,633,865,513,245
7,0,633,826,513,245,11
7,0,11,826,513,245,633
7,0,11,633,513,245,826
7,0,11,633,826,245,513
7,0,11,633,826,513,245
7,0,826,865,513,245,11
7,0,11,865,513,245,826
7,0,11,826,513,245,865
7,0,11,826,865,245,513
7,0,11,826,865,513,245
7,6,230,576,587,658,815
7,6,815,576,587,658,230
7,6,815,230,587,658,576
7,6,815,230,576,658,587
7,6,815,230,576,587,658
7,6,587,864,658,882,357
7,6,357,864,658,882,587
7,6,357,587,658,882,864
7,6,357,587,864,882,658
7,6,357,587,864,658,882
7,6,230,357,864,658,815
7,6,815,357,864,658,230
7,6,815,230,864,658,357
7,6,815,230,357,658,864
7,6,815,230,357,864,658
7,6,230,576,587,658,815
7,6,815,576,587,658,230
7,6,815,230,587,658,576
7,6,815,230,576,658,587
7,6,815,230,576,587,658
7,6,230,576,587,658,815
7,6,815,576,587,658,230
7,6,815,230,587,658,576
7,6,815,230,576,658,587
7,6,815,230,576,587,658
7,6,230,576,587,658,815
7,6,815,576,587,658,230
7,6,815,230,587,658,576
7,6,815,230,576,658,587
7,6,815,230,576,587,658
7,6,230,576,587,658,815
7,6,815,576,587,658,230
7,6,815,230,587,658,576
7,6,815,230,576,658,587
7,6,815,230,576,587,658
7,6,230,576,587,658,815
7,6,815,576,587,658,230
7,6,815,230,587,658,576
7,6,815,230,576,658,587
7,6,815,230,576,587,658
7,6,587,864,658,882,357
7,6,357,864,658,882,587
7,6,357,587,658,882,864
7,6,357,587,864,882,658
7,6,357,587,864,658,882
7,6,45,230,357,864,815
7,6,815,230,357,864,45
7,6,815,45,357,864,230
7,6,815,45,230,864,357
7,6,815,45,230,357,864
7,6,230,357,864,658,815
7,6,815,357,864,658,230
7,6,815,230,864,658,357
7,6,815,230,357,658,864
7,6,815,230,357,864,658
7,6,230,357,576,864,815
7,6,815,357,576,864,230
7,6,815,230,576,864,357
7,6,815,230,357,864,576
7,6,815,230,357,576,864
7,6,230,576,587,658,815
7,6,815,576,587,658,230
7,6,815,230,587,658,576
7,6,815,230,576,658,587
7,6,815,230,576,587,658
7,6,230,576,587,658,815
7,6,815,576,587,658,230
7,6,815,230,587,658,576
7,6,815,230,576,658,587
7,6,815,230,576,587,658
7,6,45,357,576,587,815
7,6,815,357,576,587,45
7,6,815,45,576,587,357
7,6,815,45,357,587,576
7,6,815,45,357,576,587
7,6,45,357,576,587,815
7,6,815,357,576,587,45
7,6,815,45,576,587,357
7,6,815,45,357,587,576
7,6,815,45,357,576,587
7,6,357,576,587,658,45
7,6,45,576,587,658,357
7,6,45,357,587,658,576
7,6,45,357,576,658,587
7,6,45,357,576,587,658
7,6,230,357,576,658,45
7,6,45,357,576,658,230
7,6,45,230,576,658,357
7,6,45,230,357,658,576
7,6,45,230,357,576,658
7,6,230,576,864,658,815
7,6,815,576,864,658,230
7,6,815,230,864,658,576
7,6,815,230,576,658,864
7,6,815,230,576,864,658
7,6,230,864,658,882,124
7,6,124,864,658,882,230
7,6,124,230,658,882,864
7,6,124,230,864,882,658
7,6,124,230,864,658,882
7,6,45,576,587,882,815
7,6,815,576,587,882,45
7,6,815,45,587,882,576
7,6,815,45,576,882,587
7,6,815,45,576,587,882
7,6,124,230,587,658,45
7,6,45,230,587,658,124
7,6,45,124,587,658,230
7,6,45,124,230,658,587
7,6,45,124,230,587,658
7,6,124,230,587,658,45
7,6,45,230,587,658,124
7,6,45,124,587,658,230
7,6,45,124,230,658,587
7,6,45,124,230,587,658
7,6,230,576,864,658,124
7,6,124,576,864,658,230
7,6,124,230,864,658,576
7,6,124,230,576,658,864
7,6,124,230,576,864,658
7,6,230,576,864,658,815
7,6,815,576,864,658,230
