season,team,player_0,player_1,player_2,player_3,missing_position,target_player
1.0,10.0,52.0,80.0,564.0,711.0,4,731.0
1.0,10.0,12.0,80.0,564.0,688.0,4,982.0
1.0,10.0,12.0,52.0,564.0,711.0,4,731.0
1.0,10.0,12.0,80.0,564.0,711.0,4,731.0
1.0,10.0,12.0,80.0,564.0,711.0,4,731.0
1.0,10.0,12.0,80.0,711.0,731.0,4,982.0
1.0,10.0,12.0,80.0,688.0,711.0,4,731.0
1.0,10.0,12.0,52.0,564.0,711.0,4,731.0
1.0,10.0,12.0,52.0,80.0,663.0,4,731.0
1.0,10.0,52.0,75.0,80.0,663.0,4,731.0
1.0,13.0,161.0,182.0,192.0,803.0,4,871.0
1.0,13.0,15.0,114.0,182.0,192.0,4,956.0
1.0,13.0,15.0,114.0,161.0,192.0,4,956.0
1.0,13.0,15.0,114.0,161.0,192.0,4,956.0
1.0,13.0,161.0,182.0,803.0,858.0,4,871.0
1.0,13.0,161.0,182.0,803.0,858.0,4,871.0
1.0,13.0,15.0,114.0,161.0,192.0,4,858.0
1.0,13.0,15.0,114.0,161.0,192.0,4,858.0
1.0,13.0,114.0,161.0,182.0,192.0,4,956.0
1.0,33.0,134.0,449.0,692.0,698.0,4,853.0
1.0,33.0,134.0,449.0,692.0,698.0,4,853.0
1.0,33.0,134.0,449.0,692.0,698.0,4,853.0
1.0,33.0,45.0,360.0,449.0,692.0,4,789.0
1.0,33.0,45.0,255.0,360.0,692.0,4,789.0
1.0,33.0,45.0,255.0,360.0,692.0,4,789.0
1.0,33.0,45.0,134.0,255.0,360.0,4,789.0
1.0,33.0,45.0,134.0,255.0,360.0,4,789.0
1.0,33.0,45.0,134.0,255.0,360.0,4,698.0
1.0,33.0,45.0,134.0,255.0,360.0,4,698.0
1.0,33.0,45.0,134.0,255.0,360.0,4,698.0
1.0,33.0,45.0,134.0,255.0,360.0,4,854.0
1.0,33.0,449.0,692.0,698.0,789.0,4,853.0
1.0,33.0,45.0,134.0,255.0,698.0,4,853.0
1.0,33.0,45.0,134.0,255.0,698.0,4,853.0
1.0,10.0,12.0,52.0,80.0,564.0,4,711.0
1.0,10.0,12.0,52.0,80.0,564.0,4,688.0
1.0,10.0,80.0,564.0,688.0,731.0,4,783.0
1.0,10.0,12.0,52.0,80.0,711.0,4,731.0
1.0,10.0,12.0,52.0,80.0,711.0,4,731.0
1.0,10.0,12.0,52.0,80.0,688.0,4,731.0
1.0,10.0,12.0,52.0,80.0,688.0,4,731.0
1.0,10.0,12.0,52.0,80.0,688.0,4,731.0
1.0,10.0,12.0,52.0,80.0,564.0,4,731.0
1.0,10.0,12.0,52.0,80.0,564.0,4,731.0
1.0,10.0,52.0,80.0,564.0,688.0,4,731.0
1.0,10.0,12.0,52.0,80.0,663.0,4,731.0
1.0,10.0,12.0,80.0,663.0,688.0,4,731.0
1.0,10.0,12.0,80.0,564.0,663.0,4,731.0
1.0,10.0,52.0,80.0,564.0,663.0,4,731.0
1.0,10.0,12.0,80.0,564.0,731.0,4,783.0
1.0,10.0,52.0,80.0,564.0,688.0,4,731.0
1.0,10.0,12.0,52.0,80.0,564.0,4,688.0
1.0,10.0,12.0,80.0,564.0,688.0,4,783.0
1.0,10.0,52.0,80.0,105.0,564.0,4,731.0
1.0,10.0,12.0,80.0,564.0,688.0,4,731.0
1.0,10.0,12.0,80.0,564.0,688.0,4,731.0
1.0,10.0,12.0,52.0,80.0,564.0,4,688.0
1.0,10.0,52.0,80.0,105.0,564.0,4,688.0
1.0,10.0,12.0,52.0,80.0,564.0,4,688.0
1.0,10.0,80.0,564.0,688.0,731.0,4,783.0
1.0,10.0,12.0,52.0,564.0,688.0,4,731.0
1.0,10.0,12.0,52.0,80.0,688.0,4,731.0
1.0,10.0,12.0,52.0,80.0,688.0,4,731.0
1.0,32.0,61.0,155.0,420.0,650.0,4,933.0
1.0,32.0,44.0,135.0,155.0,450.0,4,933.0
1.0,32.0,44.0,135.0,450.0,524.0,4,538.0
1.0,32.0,44.0,135.0,420.0,524.0,4,538.0
1.0,32.0,135.0,155.0,420.0,538.0,4,933.0
1.0,32.0,61.0,155.0,420.0,538.0,4,933.0
1.0,32.0,44.0,61.0,420.0,450.0,4,933.0
1.0,32.0,44.0,61.0,420.0,450.0,4,933.0
1.0,32.0,61.0,135.0,155.0,420.0,4,933.0
1.0,23.0,307.0,418.0,798.0,921.0,4,1036.0
1.0,23.0,307.0,418.0,798.0,921.0,4,1036.0
1.0,23.0,234.0,340.0,418.0,673.0,4,740.0
1.0,23.0,234.0,418.0,673.0,740.0,4,798.0
1.0,23.0,307.0,418.0,740.0,921.0,4,1036.0
1.0,23.0,307.0,418.0,798.0,921.0,4,1036.0
1.0,23.0,307.0,340.0,418.0,798.0,4,1036.0
1.0,1.0,570.0,577.0,790.0,808.0,4,820.0
1.0,1.0,431.0,790.0,808.0,820.0,4,878.0
1.0,1.0,118.0,305.0,431.0,577.0,4,960.0
1.0,1.0,118.0,305.0,431.0,577.0,4,960.0
1.0,1.0,118.0,305.0,431.0,577.0,4,960.0
1.0,1.0,431.0,577.0,790.0,808.0,4,820.0
1.0,1.0,305.0,431.0,577.0,790.0,4,820.0
1.0,1.0,305.0,431.0,790.0,878.0,4,960.0
1.0,1.0,305.0,431.0,790.0,878.0,4,960.0
1.0,1.0,118.0,305.0,356.0,808.0,4,960.0
1.0,1.0,305.0,356.0,625.0,808.0,4,960.0
1.0,34.0,55.0,67.0,112.0,137.0,4,247.0
1.0,34.0,36.0,55.0,67.0,137.0,4,247.0
1.0,34.0,36.0,55.0,137.0,753.0,4,847.0
1.0,34.0,55.0,67.0,112.0,224.0,4,847.0
1.0,34.0,55.0,67.0,112.0,137.0,4,247.0
1.0,34.0,36.0,55.0,137.0,247.0,4,753.0
1.0,34.0,36.0,55.0,137.0,247.0,4,753.0
1.0,26.0,40.0,41.0,824.0,874.0,4,1024.0
1.0,26.0,40.0,41.0,824.0,874.0,4,1024.0
1.0,26.0,40.0,454.0,582.0,843.0,4,948.0
1.0,26.0,40.0,454.0,582.0,843.0,4,948.0
1.0,26.0,41.0,824.0,843.0,874.0,4,1024.0
1.0,26.0,41.0,634.0,824.0,948.0,4,1024.0
1.0,26.0,41.0,634.0,824.0,948.0,4,1024.0
1.0,26.0,40.0,41.0,634.0,824.0,4,1024.0
1.0,10.0,12.0,80.0,688.0,731.0,4,920.0
1.0,10.0,12.0,80.0,688.0,731.0,4,920.0
1.0,10.0,52.0,564.0,688.0,731.0,4,920.0
1.0,10.0,12.0,80.0,564.0,711.0,4,920.0
1.0,10.0,80.0,564.0,688.0,711.0,4,920.0
1.0,10.0,105.0,564.0,688.0,711.0,4,731.0
1.0,10.0,12.0,80.0,688.0,731.0,4,920.0
1.0,10.0,12.0,80.0,688.0,731.0,4,920.0
1.0,10.0,12.0,80.0,564.0,711.0,4,920.0
1.0,10.0,52.0,80.0,688.0,731.0,4,920.0
1.0,29.0,86.0,103.0,580.0,700.0,4,725.0
1.0,29.0,338.0,505.0,580.0,725.0,4,914.0
1.0,29.0,103.0,338.0,505.0,580.0,4,700.0
1.0,29.0,86.0,103.0,338.0,505.0,4,725.0
1.0,10.0,12.0,52.0,80.0,731.0,4,920.0
1.0,10.0,80.0,272.0,688.0,731.0,4,920.0
1.0,10.0,12.0,80.0,688.0,731.0,4,920.0
1.0,10.0,12.0,80.0,564.0,711.0,4,920.0
1.0,10.0,12.0,564.0,711.0,731.0,4,920.0
1.0,10.0,12.0,52.0,80.0,731.0,4,920.0
1.0,10.0,12.0,80.0,688.0,731.0,4,920.0
1.0,10.0,12.0,80.0,688.0,731.0,4,920.0
1.0,10.0,52.0,80.0,564.0,731.0,4,920.0
1.0,10.0,52.0,80.0,564.0,731.0,4,920.0
1.0,10.0,75.0,564.0,688.0,711.0,4,982.0
1.0,10.0,12.0,80.0,688.0,731.0,4,920.0
1.0,10.0,52.0,564.0,688.0,731.0,4,920.0
1.0,10.0,12.0,75.0,80.0,564.0,4,731.0
1.0,10.0,52.0,75.0,80.0,564.0,4,731.0
1.0,10.0,52.0,80.0,688.0,731.0,4,920.0
1.0,10.0,52.0,80.0,688.0,731.0,4,920.0
1.0,10.0,12.0,564.0,688.0,731.0,4,920.0
1.0,10.0,12.0,80.0,564.0,688.0,4,920.0
1.0,10.0,12.0,80.0,564.0,688.0,4,920.0
1.0,10.0,12.0,52.0,80.0,731.0,4,920.0
1.0,10.0,12.0,52.0,80.0,920.0,4,982.0
1.0,10.0,12.0,52.0,80.0,920.0,4,982.0
1.0,10.0,12.0,80.0,272.0,920.0,4,982.0
1.0,10.0,12.0,80.0,272.0,920.0,4,982.0
1.0,10.0,272.0,564.0,688.0,731.0,4,920.0
1.0,10.0,272.0,564.0,688.0,731.0,4,920.0
1.0,10.0,52.0,80.0,564.0,688.0,4,731.0
1.0,10.0,80.0,272.0,688.0,731.0,4,920.0
1.0,10.0,12.0,52.0,80.0,731.0,4,920.0
1.0,10.0,75.0,564.0,688.0,731.0,4,920.0
1.0,10.0,75.0,80.0,564.0,688.0,4,982.0
1.0,10.0,75.0,80.0,564.0,688.0,4,982.0
1.0,10.0,12.0,52.0,80.0,731.0,4,920.0
1.0,10.0,80.0,272.0,688.0,731.0,4,920.0
1.0,10.0,80.0,272.0,688.0,731.0,4,920.0
1.0,10.0,12.0,80.0,564.0,711.0,4,731.0
1.0,10.0,52.0,80.0,711.0,731.0,4,920.0
1.0,10.0,52.0,80.0,711.0,731.0,4,920.0
1.0,10.0,52.0,80.0,688.0,731.0,4,920.0
1.0,10.0,52.0,80.0,688.0,731.0,4,920.0
1.0,10.0,52.0,80.0,711.0,731.0,4,920.0
1.0,10.0,12.0,80.0,688.0,920.0,4,982.0
1.0,10.0,80.0,564.0,688.0,731.0,4,920.0
1.0,10.0,12.0,80.0,564.0,731.0,4,920.0
1.0,10.0,80.0,564.0,688.0,731.0,4,920.0
1.0,14.0,48.0,254.0,592.0,609.0,4,1007.0
1.0,14.0,518.0,609.0,855.0,877.0,4,974.0
1.0,14.0,48.0,254.0,592.0,609.0,4,1007.0
1.0,14.0,48.0,254.0,592.0,609.0,4,974.0
1.0,14.0,48.0,254.0,592.0,609.0,4,974.0
1.0,14.0,48.0,254.0,592.0,609.0,4,974.0
1.0,14.0,48.0,254.0,592.0,609.0,4,974.0
1.0,14.0,48.0,254.0,592.0,609.0,4,1007.0
1.0,14.0,48.0,254.0,592.0,609.0,4,974.0
1.0,14.0,518.0,592.0,609.0,855.0,4,1007.0
1.0,10.0,52.0,80.0,564.0,688.0,4,920.0
1.0,10.0,52.0,564.0,688.0,731.0,4,920.0
1.0,10.0,52.0,564.0,711.0,731.0,4,920.0
1.0,10.0,12.0,564.0,711.0,731.0,4,920.0
1.0,10.0,12.0,80.0,564.0,711.0,4,920.0
1.0,10.0,12.0,80.0,564.0,711.0,4,920.0
1.0,10.0,12.0,80.0,564.0,711.0,4,920.0
1.0,10.0,12.0,564.0,688.0,711.0,4,731.0
1.0,10.0,52.0,80.0,564.0,688.0,4,920.0
1.0,10.0,52.0,80.0,564.0,688.0,4,920.0
1.0,10.0,80.0,564.0,688.0,711.0,4,920.0
1.0,28.0,110.0,146.0,497.0,685.0,4,922.0
1.0,28.0,110.0,146.0,685.0,922.0,4,971.0
1.0,28.0,110.0,146.0,427.0,444.0,4,971.0
1.0,28.0,427.0,444.0,497.0,890.0,4,971.0
1.0,28.0,110.0,427.0,804.0,922.0,4,971.0
1.0,28.0,110.0,427.0,804.0,922.0,4,971.0
1.0,28.0,110.0,427.0,497.0,922.0,4,971.0
1.0,28.0,110.0,427.0,497.0,922.0,4,971.0
1.0,28.0,427.0,444.0,804.0,890.0,4,971.0
1.0,28.0,110.0,444.0,804.0,922.0,4,971.0
1.0,28.0,110.0,427.0,444.0,497.0,4,971.0
1.0,10.0,12.0,80.0,564.0,688.0,4,920.0
1.0,10.0,12.0,564.0,688.0,731.0,4,920.0
1.0,10.0,12.0,52.0,564.0,731.0,4,920.0
1.0,10.0,12.0,52.0,80.0,688.0,4,731.0
1.0,10.0,12.0,52.0,80.0,688.0,4,731.0
1.0,10.0,12.0,75.0,80.0,688.0,4,731.0
1.0,10.0,12.0,75.0,80.0,688.0,4,920.0
1.0,10.0,12.0,52.0,80.0,731.0,4,920.0
1.0,9.0,151.0,446.0,452.0,815.0,4,828.0
1.0,9.0,446.0,452.0,628.0,815.0,4,828.0
1.0,9.0,68.0,446.0,452.0,628.0,4,828.0
1.0,9.0,68.0,74.0,446.0,452.0,4,628.0
