game,season,home_team,away_team,starting_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4,outcome
201310290LAL,2014,LAL,LAC,0,513,245,407,385,423,669,121,545,210,469,-1
201310290LAL,2014,LAL,LAC,5,11,513,245,385,423,669,121,545,210,469,-1
201310290LAL,2014,LAL,LAC,8,11,633,4,245,717,669,121,545,210,235,-1
201310290LAL,2014,LAL,LAC,11,11,633,4,721,717,121,545,210,213,235,1
201310290LAL,2014,LAL,LAC,13,633,4,606,721,717,605,213,469,235,370,-1
201310290LAL,2014,LAL,LAC,14,633,4,606,721,717,669,605,213,469,235,1
201310290LAL,2014,LAL,LAC,15,633,4,606,407,717,669,605,213,469,235,-1
201310290LAL,2014,LAL,LAC,17,633,4,606,407,717,669,605,545,213,469,-1
201310290LAL,2014,LAL,LAC,18,11,513,245,385,423,669,605,545,213,469,1
201310290LAL,2014,LAL,LAC,19,11,513,245,385,423,669,121,545,213,469,1
201310290LAL,2014,LAL,LAC,21,11,513,245,385,423,669,121,545,210,235,-1
201310290LAL,2014,LAL,LAC,24,11,4,513,245,385,669,121,605,210,213,-1
201310290LAL,2014,LAL,LAC,25,513,245,407,385,423,669,121,545,210,469,-1
201310290LAL,2014,LAL,LAC,27,513,245,407,385,423,669,121,545,210,235,1
201310290LAL,2014,LAL,LAC,30,11,513,245,385,423,669,121,545,210,235,-1
201310290LAL,2014,LAL,LAC,31,11,513,245,385,423,669,121,545,213,235,1
201310290LAL,2014,LAL,LAC,32,11,633,4,513,245,669,121,545,213,235,-1
201310290LAL,2014,LAL,LAC,33,11,633,4,721,717,669,121,545,213,235,1
201310290LAL,2014,LAL,LAC,35,11,633,4,721,717,669,605,213,469,235,-1
201310290LAL,2014,LAL,LAC,36,633,4,606,721,717,605,213,469,235,370,-1
201310290LAL,2014,LAL,LAC,37,633,4,606,721,717,605,210,213,235,370,-1
201310290LAL,2014,LAL,LAC,38,633,4,606,721,717,605,545,210,213,235,1
201310290LAL,2014,LAL,LAC,40,633,4,606,721,717,669,121,545,210,213,1
201310290LAL,2014,LAL,LAC,42,633,4,606,721,717,669,121,545,210,469,1
201310290LAL,2014,LAL,LAC,45,633,4,606,721,717,669,121,210,213,235,-1
201310310LAC,2014,LAC,GSW,0,669,121,545,210,469,100,73,72,781,649,-1
201310310LAC,2014,LAC,GSW,8,669,121,545,210,469,100,72,227,781,649,1
201310310LAC,2014,LAC,GSW,10,669,605,213,235,370,72,824,227,781,648,-1
201310310LAC,2014,LAC,GSW,11,669,605,213,235,370,824,227,781,572,648,1
201310310LAC,2014,LAC,GSW,13,669,605,213,235,370,100,824,227,572,649,-1
201310310LAC,2014,LAC,GSW,14,623,605,213,235,370,100,824,227,572,649,-1
201310310LAC,2014,LAC,GSW,15,623,605,545,213,235,100,824,227,572,649,1
201310310LAC,2014,LAC,GSW,17,669,121,545,210,469,100,73,72,781,649,1
201310310LAC,2014,LAC,GSW,22,669,121,545,210,469,100,72,824,781,649,-1
201310310LAC,2014,LAC,GSW,24,669,121,210,213,469,100,72,824,781,648,-1
201310310LAC,2014,LAC,GSW,25,669,121,545,210,469,100,73,72,781,649,-1
201310310LAC,2014,LAC,GSW,27,669,121,545,210,235,100,73,72,781,649,1
201310310LAC,2014,LAC,GSW,31,669,121,545,210,235,100,73,572,649,648,1
201310310LAC,2014,LAC,GSW,32,669,121,545,213,235,100,824,227,572,648,-1
201310310LAC,2014,LAC,GSW,33,623,605,545,213,235,100,824,227,572,648,-1
201310310LAC,2014,LAC,GSW,36,623,605,545,213,469,100,824,227,781,648,-1
201310310LAC,2014,LAC,GSW,37,623,605,545,213,469,824,227,865,781,649,-1
201310310LAC,2014,LAC,GSW,39,669,121,545,213,469,100,824,227,781,649,-1
201310310LAC,2014,LAC,GSW,40,669,121,545,213,469,100,73,72,781,649,-1
201310310LAC,2014,LAC,GSW,43,669,121,545,210,469,100,73,72,781,649,1
201310310LAC,2014,LAC,GSW,45,121,545,210,469,235,100,73,824,781,649,-1
201310310LAC,2014,LAC,GSW,47,121,545,210,213,469,100,73,824,781,649,-1
201311010SAC,2014,SAC,LAC,0,677,688,48,645,718,669,121,545,210,469,1
201311010SAC,2014,SAC,LAC,6,677,688,48,645,718,669,121,545,210,235,-1
201311010SAC,2014,SAC,LAC,9,677,729,573,48,645,669,121,545,213,235,-1
201311010SAC,2014,SAC,LAC,10,888,677,729,573,48,669,605,545,213,235,-1
201311010SAC,2014,SAC,LAC,11,888,67,729,573,379,669,623,605,213,235,-1
201311010SAC,2014,SAC,LAC,12,888,67,729,573,379,623,605,213,235,370,-1
201311010SAC,2014,SAC,LAC,15,67,729,573,645,379,623,605,213,235,370,-1
201311010SAC,2014,SAC,LAC,16,677,729,573,645,379,623,605,545,213,235,1
201311010SAC,2014,SAC,LAC,17,677,729,573,645,379,669,121,545,213,235,-1
201311010SAC,2014,SAC,LAC,18,677,729,573,645,379,669,121,545,210,469,1
201311010SAC,2014,SAC,LAC,19,677,729,573,48,645,669,121,545,210,469,-1
201311010SAC,2014,SAC,LAC,21,677,688,573,48,645,669,121,545,210,469,-1
201311010SAC,2014,SAC,LAC,22,677,688,729,573,48,669,121,545,210,469,-1
201311010SAC,2014,SAC,LAC,24,677,688,48,645,718,669,121,545,210,469,-1
201311010SAC,2014,SAC,LAC,31,677,688,573,48,645,669,121,210,469,370,1
201311010SAC,2014,SAC,LAC,32,677,729,573,48,645,669,121,213,235,370,-1
201311010SAC,2014,SAC,LAC,33,677,729,573,645,379,669,121,213,235,370,-1
201311010SAC,2014,SAC,LAC,34,888,677,729,573,379,669,623,121,213,235,1
201311010SAC,2014,SAC,LAC,35,888,67,729,573,379,669,623,121,213,235,-1
201311010SAC,2014,SAC,LAC,36,888,677,729,573,379,669,623,121,213,235,1
201311010SAC,2014,SAC,LAC,37,888,67,729,573,379,669,623,605,213,235,-1
201311010SAC,2014,SAC,LAC,40,888,67,729,573,379,669,623,121,213,235,1
201311010SAC,2014,SAC,LAC,42,677,729,573,645,379,669,623,121,213,235,-1
201311010SAC,2014,SAC,LAC,43,677,729,573,48,645,669,121,545,210,469,1
201311010SAC,2014,SAC,LAC,46,677,729,48,645,718,669,121,545,210,469,1
201311040LAC,2014,LAC,HOU,0,669,121,545,210,469,731,39,611,697,707,1
201311040LAC,2014,LAC,HOU,7,669,121,545,210,469,731,611,697,707,641,1
201311040LAC,2014,LAC,HOU,10,669,121,545,210,213,731,49,697,707,641,-1
201311040LAC,2014,LAC,HOU,11,669,121,210,213,235,464,731,39,49,641,1
201311040LAC,2014,LAC,HOU,12,623,605,210,213,235,464,731,49,761,641,-1
201311040LAC,2014,LAC,HOU,13,623,605,213,469,235,464,49,761,611,641,-1
201311040LAC,2014,LAC,HOU,14,605,545,213,469,235,464,49,761,611,641,-1
201311040LAC,2014,LAC,HOU,16,605,545,213,469,235,49,761,611,697,641,-1
201311040LAC,2014,LAC,HOU,17,669,605,545,213,469,49,761,611,697,641,-1
201311040LAC,2014,LAC,HOU,18,669,121,545,213,469,731,49,611,697,707,1
201311040LAC,2014,LAC,HOU,19,669,121,545,210,213,731,49,611,697,707,-1
201311040LAC,2014,LAC,HOU,21,669,121,545,210,213,731,611,697,707,641,1
201311040LAC,2014,LAC,HOU,23,669,121,210,213,235,731,611,697,707,641,-1
201311040LAC,2014,LAC,HOU,24,121,213,469,235,370,464,731,611,707,641,-1
201311040LAC,2014,LAC,HOU,25,669,121,545,210,469,731,39,611,697,707,1
201311040LAC,2014,LAC,HOU,30,669,623,121,210,469,731,39,611,697,707,1
201311040LAC,2014,LAC,HOU,32,669,623,121,210,469,464,731,39,611,641,-1
201311040LAC,2014,LAC,HOU,33,623,121,210,469,235,464,731,39,611,641,-1
201311040LAC,2014,LAC,HOU,34,623,605,213,469,235,464,39,49,611,641,-1
201311040LAC,2014,LAC,HOU,37,623,605,213,469,235,464,731,39,49,641,-1
201311040LAC,2014,LAC,HOU,38,623,121,213,469,235,464,731,39,49,641,1
201311040LAC,2014,LAC,HOU,39,669,121,545,210,213,464,731,39,49,641,-1
201311040LAC,2014,LAC,HOU,41,669,121,545,213,469,731,39,49,697,641,1
201311040LAC,2014,LAC,HOU,44,669,121,545,213,469,731,823,761,697,425,-1
201311040LAC,2014,LAC,HOU,45,623,605,213,931,370,823,761,697,425,873,1
201311040LAC,2014,LAC,HOU,47,623,605,213,931,370,464,823,761,425,873,-1
201311060ORL,2014,ORL,LAC,0,460,229,191,862,797,669,121,545,210,469,1
