game,season,home_team,away_team,starting_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4,outcome
201210310PHI,2013,PHI,DEN,0,674,23,634,789,521,100,774,773,567,655,1
201210310PHI,2013,PHI,DEN,5,674,23,634,789,521,100,101,774,773,567,-1
201210310PHI,2013,PHI,DEN,7,674,23,634,789,521,100,101,462,773,567,1
201210310PHI,2013,PHI,DEN,8,674,23,634,530,521,100,101,462,562,773,1
201210310PHI,2013,PHI,DEN,9,45,23,634,513,530,100,101,462,562,527,-1
201210310PHI,2013,PHI,DEN,12,45,23,840,513,530,101,462,562,655,527,-1
201210310PHI,2013,PHI,DEN,15,45,23,840,513,530,101,462,567,655,527,-1
201210310PHI,2013,PHI,DEN,16,45,23,634,513,530,101,462,567,655,527,-1
201210310PHI,2013,PHI,DEN,17,45,634,513,530,521,101,462,773,567,655,-1
201210310PHI,2013,PHI,DEN,18,45,674,634,789,521,100,101,773,567,655,-1
201210310PHI,2013,PHI,DEN,19,45,23,634,530,521,100,101,773,567,655,1
201210310PHI,2013,PHI,DEN,20,45,23,634,530,521,100,462,773,567,655,1
201210310PHI,2013,PHI,DEN,24,45,634,513,530,521,100,101,462,562,527,1
201210310PHI,2013,PHI,DEN,25,674,23,634,789,521,100,774,773,567,655,-1
201210310PHI,2013,PHI,DEN,27,674,23,634,789,521,100,562,774,655,527,1
201210310PHI,2013,PHI,DEN,31,674,23,634,789,521,100,462,562,655,527,-1
201210310PHI,2013,PHI,DEN,33,45,674,634,789,521,100,462,562,655,527,1
201210310PHI,2013,PHI,DEN,34,45,634,513,530,521,100,101,462,562,527,-1
201210310PHI,2013,PHI,DEN,35,45,634,513,530,521,101,462,562,655,527,1
201210310PHI,2013,PHI,DEN,36,45,674,513,530,521,101,462,562,655,527,-1
201210310PHI,2013,PHI,DEN,37,45,674,23,513,530,101,462,562,655,527,1
201210310PHI,2013,PHI,DEN,38,45,674,23,513,530,101,462,567,655,527,-1
201210310PHI,2013,PHI,DEN,39,45,23,634,513,530,101,462,846,567,655,-1
201210310PHI,2013,PHI,DEN,42,45,634,513,530,521,101,462,846,567,655,-1
201210310PHI,2013,PHI,DEN,44,674,23,634,530,521,100,101,846,567,655,1
201211020ORL,2013,ORL,DEN,0,460,482,264,229,797,100,556,773,567,655,-1
201211020ORL,2013,ORL,DEN,5,460,482,210,229,797,100,556,773,567,655,1
201211020ORL,2013,ORL,DEN,6,460,210,229,493,797,100,556,773,567,655,1
201211020ORL,2013,ORL,DEN,8,460,210,229,493,797,100,556,562,773,655,-1
201211020ORL,2013,ORL,DEN,9,460,748,210,493,797,100,101,462,562,527,-1
201211020ORL,2013,ORL,DEN,10,748,482,264,210,493,100,101,462,562,527,1
201211020ORL,2013,ORL,DEN,13,748,482,264,210,493,101,462,562,655,527,-1
201211020ORL,2013,ORL,DEN,14,748,482,210,229,493,101,462,562,655,527,-1
201211020ORL,2013,ORL,DEN,16,460,264,210,229,797,101,462,556,567,655,1
201211020ORL,2013,ORL,DEN,18,460,264,210,229,797,100,101,556,567,655,-1
201211020ORL,2013,ORL,DEN,19,460,482,210,229,493,100,101,556,567,655,-1
201211020ORL,2013,ORL,DEN,20,460,748,482,229,493,100,101,556,773,655,1
201211020ORL,2013,ORL,DEN,22,748,482,264,229,493,100,556,846,773,655,1
201211020ORL,2013,ORL,DEN,23,460,748,482,682,493,100,556,846,773,655,1
201211020ORL,2013,ORL,DEN,25,460,748,482,682,493,100,556,567,655,527,-1
201211020ORL,2013,ORL,DEN,26,460,482,264,229,797,100,556,567,655,527,-1
201211020ORL,2013,ORL,DEN,28,460,482,264,210,229,100,556,567,655,527,-1
201211020ORL,2013,ORL,DEN,29,460,482,210,229,493,100,556,567,655,527,-1
201211020ORL,2013,ORL,DEN,30,460,748,482,210,493,100,556,567,655,527,-1
201211020ORL,2013,ORL,DEN,31,460,748,210,493,797,100,556,567,655,527,-1
201211020ORL,2013,ORL,DEN,32,812,460,748,210,493,100,556,567,655,527,-1
201211020ORL,2013,ORL,DEN,33,812,748,210,229,493,100,101,462,556,562,1
201211020ORL,2013,ORL,DEN,36,812,748,482,210,229,100,101,462,556,562,1
201211020ORL,2013,ORL,DEN,37,812,748,482,210,229,101,462,773,655,527,1
201211020ORL,2013,ORL,DEN,39,812,748,682,210,493,101,462,773,655,527,1
201211020ORL,2013,ORL,DEN,40,812,748,682,210,493,100,462,556,567,655,-1
201211020ORL,2013,ORL,DEN,42,460,482,210,229,493,100,462,556,567,655,1
201211020ORL,2013,ORL,DEN,45,460,482,210,229,493,100,556,846,567,655,-1
201211020ORL,2013,ORL,DEN,46,460,482,210,229,856,462,846,774,773,567,-1
201211030MIA,2013,MIA,DEN,0,168,130,355,575,286,100,556,773,567,655,1
201211030MIA,2013,MIA,DEN,7,168,355,575,437,286,100,556,773,567,655,-1
201211030MIA,2013,MIA,DEN,9,168,355,575,437,286,100,101,556,562,773,-1
201211030MIA,2013,MIA,DEN,10,168,355,251,437,286,100,101,556,562,773,1
201211030MIA,2013,MIA,DEN,11,355,251,386,437,417,101,462,556,562,773,-1
201211030MIA,2013,MIA,DEN,13,130,251,386,437,417,101,462,562,773,655,-1
201211030MIA,2013,MIA,DEN,14,130,251,386,437,417,100,101,462,562,655,-1
201211030MIA,2013,MIA,DEN,15,168,130,575,386,437,100,101,462,562,655,-1
201211030MIA,2013,MIA,DEN,17,168,130,575,386,437,100,101,462,773,655,-1
201211030MIA,2013,MIA,DEN,18,168,130,355,575,386,100,101,462,773,655,-1
201211030MIA,2013,MIA,DEN,20,168,355,575,251,386,100,101,556,773,655,-1
201211030MIA,2013,MIA,DEN,21,168,506,355,575,251,100,556,562,773,655,-1
201211030MIA,2013,MIA,DEN,22,168,130,506,355,251,100,556,562,773,655,1
201211030MIA,2013,MIA,DEN,24,168,130,506,355,251,100,462,556,562,655,1
201211030MIA,2013,MIA,DEN,25,168,130,355,575,286,100,556,773,567,655,1
201211030MIA,2013,MIA,DEN,31,168,355,575,437,286,100,462,556,773,655,1
201211030MIA,2013,MIA,DEN,32,506,355,251,437,286,100,462,556,773,655,-1
201211030MIA,2013,MIA,DEN,33,506,355,251,437,286,100,101,462,562,655,-1
201211030MIA,2013,MIA,DEN,36,506,355,251,386,437,100,101,462,562,655,-1
201211030MIA,2013,MIA,DEN,37,168,130,575,386,437,100,101,462,562,655,-1
201211030MIA,2013,MIA,DEN,38,168,130,575,386,437,101,462,556,562,655,1
201211030MIA,2013,MIA,DEN,40,168,130,575,386,437,101,462,556,562,773,-1
201211030MIA,2013,MIA,DEN,41,168,130,355,575,437,101,462,556,562,773,1
201211030MIA,2013,MIA,DEN,43,168,130,355,575,437,100,101,556,773,655,1
201211060DEN,2013,DEN,DET,0,100,556,773,567,655,741,680,191,518,384,1
201211060DEN,2013,DEN,DET,9,100,101,556,773,567,741,680,191,855,518,-1
201211060DEN,2013,DEN,DET,10,100,101,462,567,527,741,680,635,855,518,1
201211060DEN,2013,DEN,DET,11,100,101,462,562,527,741,680,635,855,518,1
201211060DEN,2013,DEN,DET,12,100,101,462,562,527,814,635,855,518,598,1
201211060DEN,2013,DEN,DET,13,101,462,562,655,527,814,635,858,855,598,-1
201211060DEN,2013,DEN,DET,18,101,462,556,567,655,680,635,518,384,598,1
201211060DEN,2013,DEN,DET,20,100,556,773,567,655,680,635,518,384,598,1
201211060DEN,2013,DEN,DET,21,100,556,773,567,655,741,680,191,518,384,1
201211060DEN,2013,DEN,DET,23,100,462,773,567,655,741,680,191,518,384,1
201211060DEN,2013,DEN,DET,26,100,556,773,567,655,741,680,191,518,384,-1
201211060DEN,2013,DEN,DET,31,100,556,562,773,655,741,680,191,518,384,1
201211060DEN,2013,DEN,DET,33,100,556,562,773,655,814,635,858,855,598,-1
201211060DEN,2013,DEN,DET,34,101,556,562,655,527,814,635,858,855,598,1
201211060DEN,2013,DEN,DET,35,101,462,562,655,527,814,635,858,855,598,-1
201211060DEN,2013,DEN,DET,37,101,462,562,655,527,814,635,855,518,598,1
201211060DEN,2013,DEN,DET,39,100,101,462,562,527,814,635,855,518,598,-1
201211060DEN,2013,DEN,DET,40,100,101,462,562,527,680,635,855,518,598,1
201211060DEN,2013,DEN,DET,41,100,101,462,556,567,741,680,635,855,518,-1
201211060DEN,2013,DEN,DET,44,100,101,556,567,655,741,680,635,518,384,-1
201211070HOU,2013,HOU,DEN,0,731,611,697,707,718,100,556,773,567,655,-1
201211070HOU,2013,HOU,DEN,9,56,687,611,697,787,100,101,556,562,773,-1
